K,code,quadrant,L3,L5,L7,L10,L14,L21,L28,L42,L56,L84,L112,L168,L252,SP,WI,DY,GR
0.25,37413,erratic,3.5594439988248845,2.6871090513584797,2.3291395581434498,1.9870126654981528,1.425852206146909,1.384054741887248,1.3519437265018206,1.2953335379882418,1.7091589673509386,1.5590709987489633,2.8686313537922192,3.5323948915494,4.480975345685244,1.1905832334815432,1.4264975292871098,1.2526745425797732,1.2730608122159173
0.25,85135C,lumpy,1.6748018638001627,1.4486933140159486,1.3282768443088404,1.144521250145801,1.2529758798720625,1.258666732149324,1.9833387561159745,2.3921592701957772,2.3380931040621764,3.694302394823592,6.714275628786989,5.840963086197668,11.507824154506336,1.1256192715463498,1.2735814307551563,1.269726139244779,1.1871473912322812
0.25,20700,lumpy,2.1144314896786307,1.7611116443168162,1.6688685076340128,1.6003117333835004,1.593670123119333,1.5425189746582293,1.455516951462502,3.013988843630398,3.339843902963398,3.684091231922737,3.974262800456082,4.870110834270727,6.155834443467618,1.1781970907443624,1.3321619017272088,1.3331838651100547,1.3034985545859743
0.25,21824,lumpy,1.6199926123119643,1.3704772701218968,1.2771529378797335,1.5051701078857203,1.6902113133526093,2.3480900278948913,2.878281470914162,3.983359869569098,5.3837216115349875,6.732542765797552,11.10186857557732,19.6492274771045,20.610908303506555,1.0842170961291064,1.6576239666789752,1.1435478734922127,1.1066196232279102
0.25,21768,lumpy,1.6189413629790135,1.3422853479507608,1.304284841045418,1.9877025757748936,2.862116777075951,9.334381103363947,10.36335919213202,12.351504067666886,17.788488776022398,16.840824267844816,32.066004542269475,36.786413942878745,95.72725013790786,1.051319196306549,6.321549440664739,1.2165057325030688,1.0558316477902412
0.25,90000D,lumpy,1.5631001888521339,1.4673494833909775,1.4384018783131156,1.249928907015237,1.2650711051374102,1.1844625977984264,1.1564969265955813,1.171863948686663,1.0375006380139646,1.5928644518062447,1.8355418743756549,2.475122316391725,3.2621617614532497,1.087824749108602,1.225973609311843,1.0291724290467688,1.287961830966403
0.25,62096A,lumpy,2.338789295921019,1.9486879709015332,1.6179527149909072,1.4198493115094835,1.244089373863341,1.2078461938165759,1.1461418550272808,1.3795791114575224,1.6100285788516497,2.3541179527149887,3.1061314627175953,4.796570537802041,7.0227331774486865,1.0600155884645353,1.2643543777604578,1.2661730319563513,1.2670823590543001
0.25,17090D,lumpy,2.493899463152757,2.157149829184968,1.9014153245485599,1.72913616398243,1.5641776476329912,1.394826744753538,1.3733528550512444,1.092972181551977,1.135431918008785,1.3223523670082968,1.5536847242557368,2.6095656417764648,2.208638360175679,1.0841874084919472,1.1354319180087853,1.0905319668130795,1.391654465592972
0.25,21062,lumpy,2.424427768441791,1.8832676595004922,1.6869299414730252,1.3614388364142083,1.3118473662861438,1.2113461204149043,1.1695601784782999,1.408863070058526,1.618392536362059,2.038477139711423,2.771420293214352,4.1325172393811105,6.16762473199281,1.086480848351393,1.2822332966332517,1.2715767514631766,1.2326823897548813
0.25,84564,lumpy,1.3749735613295802,1.3749735613295802,1.2420317914843075,1.1608284659063175,1.305696109854709,1.1484633031254572,1.2364186583798376,1.1603891772285755,1.0998812293574998,1.5603533833363201,1.6654084571205423,2.332834388168497,3.1208369262808553,1.117420236565088,1.17591071050876,1.0413907554138258,1.114263866065763
0.25,77101A,lumpy,2.449553001277139,1.95135260652502,1.913154533844189,1.663183559735284,1.4525716939510045,1.879368396609776,1.9517009172181583,2.324277255311736,2.58063392546151,3.7523510971786864,7.444676651573213,11.639614536166233,18.264483919656307,1.0661790316962738,1.8568443051201682,1.0963659584349246,1.2519447347033557
0.25,85125,lumpy,1.511429117622962,1.348185269137286,1.2430701586694703,1.2415442280907776,1.2868783625092166,1.2603913482808535,1.5471434033372478,1.7963821449053685,2.9300563945708213,4.459421170494588,5.927113772291586,7.18324480432587,14.372504574377919,1.0638740202638117,1.5637716088155778,1.0693291367397653,1.240144604964907
0.25,85064,lumpy,1.7957762164570124,1.95706367896477,2.275843426774704,1.9927837570740572,3.0567178961527075,3.6277785346507265,7.727480326709605,8.754037917172136,14.463348968165931,18.12944257388701,28.78580711849822,27.79635576488505,43.45900451745022,1.1059708625540356,1.79832363454714,1.196648566590763,1.0764074052449133
0.25,21282,lumpy,1.7196778959195989,1.3948896148484153,1.3587673484675085,1.3062693772238292,1.2740381614265808,1.6816205081254332,1.5889219501030007,2.963149462119474,3.3164027549470503,5.108158721571402,6.325932707713442,10.342433259119007,9.027133315299926,1.1008343910609875,1.3289914480118197,1.1252002746623966,1.2488815830541626
0.25,20762,lumpy,2.216678297278438,1.816120027913469,1.5060013956734133,1.3737613398464767,1.462107466852757,1.4140265177948375,1.423098394975579,1.8453593859036952,2.4856245638520478,3.3747383112351717,4.240963014654582,5.866922540125608,7.409351011863215,1.1247732030704813,1.5978367062107444,1.1926727145847917,1.2147243545010473
0.25,20894,lumpy,1.8775155085638482,1.6104287776520618,1.4456205376302131,1.2528071475947093,1.2260348796379386,1.3533377550622294,1.2886582653817644,1.6726190940657795,2.1920838047676527,2.6670477156568144,3.7316023565214094,6.438254457492909,5.7565877258008085,1.0991338613397847,1.2901135343919485,1.1669696851468931,1.2587140571963638
0.25,90182C,lumpy,1.6618581721653396,1.6618581721653396,1.5322411831626852,1.39998483124763,1.39998483124763,1.39998483124763,1.39998483124763,1.1035115661736825,1.1035115661736825,1.3615927189988624,1.3615927189988624,1.6117557830868463,1.2246492226014414,1.0777095183921133,1.3615927189988624,1.0463405384907114,1.39998483124763
0.25,44234,lumpy,3.015271769684569,2.6174791598471647,2.357205870912152,2.0986896281432705,2.019584385921906,1.7679774299566833,1.605470475899699,1.6145419423213263,1.2898318842962375,2.645586027005959,1.978795080270737,3.4161630632786353,4.775647075919939,1.1653663742170741,1.8421183195181885,1.1782792690570536,1.3459516746249949
0.25,85165,lumpy,1.9573369668763312,1.5411775990497427,1.4470243358907415,1.1785871491885629,1.3435971287301742,1.4890198763036142,1.7095276700693907,2.2328997696624566,2.9063683797665627,4.640455314122331,5.364005586966544,7.647729407915571,14.7772808081392,1.0077904808706841,1.276005607989941,1.2565668537310613,1.1463122998671584
0.25,21586,lumpy,1.5859684556083546,1.3180503319758579,1.4895468108767904,1.5511963242777302,1.689381963352883,2.5097170379668396,2.789574023302025,4.144307648264454,5.440794099465356,7.063776172297126,10.272973657428555,14.97036205109331,25.03449528816066,1.1035346266313701,1.4633285043075879,1.0525703158057018,1.1732818027523875
0.25,84595E,lumpy,1.811960263665839,1.7685350478288542,1.7412580410139187,1.6783732549748112,1.507958431310261,2.196993187366413,1.4190673171989363,3.0723343082109538,3.4614739182829335,5.8450761774208555,9.743999668518605,9.547334509632003,14.733362337956887,1.0559213744508407,1.832967898097087,1.131521004756988,1.321286055797069
0.25,51008,lumpy,1.2532326010180326,1.8500068332378277,2.4214285543026617,2.896192328072139,2.929116546265813,4.635388020015402,7.101052798150945,10.210761030883864,14.410238827656174,16.78416798735984,24.968881195169242,41.45440072504254,35.8973144176522,1.0851565290988037,2.2675728099472763,1.0435936597143465,1.123077402602385
0.25,21292,lumpy,1.5624040557446368,1.3867079306633745,1.2834077214297812,1.307745467060733,1.329706799818629,1.391089271178758,1.5458101382689864,2.402288458281664,2.8144267381957753,4.545545181891181,4.5526607629650995,7.280963020830511,10.082540740457503,1.0844090926473255,1.6512245355068849,1.1474058858557004,1.1171762752049996
0.25,84251F,lumpy,4.886556588779916,3.5857052863970775,3.3293234082148078,2.7081616376445568,2.195672401736125,1.76883354813355,1.442596327783204,1.191649954631883,1.2720122060463843,1.2124065908026982,1.521828710794143,2.0627264793762867,2.921700986539825,1.0730773454160858,1.1705321073346082,1.600341561241183,1.4569985378173598
0.25,21801,lumpy,2.546571290516364,1.9768335205161025,1.7899162901245864,1.6604049677436221,1.6867742314623784,1.5292370778593292,2.059600517146817,2.3914213701778726,2.777696737796129,4.244632642933647,5.643015906182267,8.819691409616826,9.966455324261574,1.14763431451929,1.3112296601979776,1.2864353435892077,1.2582567189907798
0.25,84510F,lumpy,2.642341619887731,2.977546110665598,2.6925955626837745,1.7051590483827852,4.298850574712643,2.0852713178294584,3.7711841753541813,11.477145148356072,15.322373696872482,23.518310612135757,18.09970596097297,2.8778401496925925,48.928628708901414,1.0229885057471284,2.7342956428762286,1.0374231488906738,1.4434643143544506
0.25,21655,lumpy,1.5994763536578742,1.231968913536661,1.3904652934179809,1.3311269336500764,1.465013745099555,2.2252888445068124,2.8343168496330535,4.171781664316863,5.41387473616153,7.427633819360916,10.9827787310419,15.622505770309632,27.962771426644153,1.09632016293413,1.4452449852184648,1.0533813273933006,1.0804643556912605
0.25,20770,lumpy,2.2459187973824726,1.8715364772679906,1.6745573776565443,1.4369723381296633,1.489853146173049,1.6564773606139072,1.9248433512867666,2.315673207396875,3.0546267523121116,4.542889097805302,5.146251777204536,8.633951437741155,11.000935492685068,1.1008248081545333,1.3524561314135686,1.2320021859037005,1.2395370700554347
0.25,85162C,lumpy,1.2105748748354883,1.208994206477348,1.32224604154512,1.509585769914386,1.5170074488148375,2.31816208295456,2.3597072032346036,3.6204157225621767,4.652001953787506,8.285951725167235,7.820305822015383,20.975258809003712,21.957898593001612,1.06535690541769,1.449255796914644,1.057691003079929,1.0550248972226368
0.25,84856L,lumpy,1.8718039413845375,1.4828701364325416,1.4686593850818206,1.3056361021494927,1.2357523224627822,1.5790920045088823,1.7249232324017556,2.069965405993705,3.2648773661911576,5.13063318692424,6.424215804407786,7.655669141368953,19.61502312745388,1.0844987756053959,1.2827651883235525,1.2104209585260652,1.2074474287713297
0.25,47422,lumpy,2.558415985460105,2.2822295909180412,2.154020952695851,1.6033456078629995,1.4608076759861128,1.3009667639994382,1.4098717123863944,1.5420364908393829,1.6054295049928247,2.3929688742216983,3.0883987267061994,4.238031807072645,5.80681041590546,1.0918852266540857,1.4784665718260037,1.208706667523113,1.335545346085927
0.25,72134,lumpy,2.3685873528924257,2.1967822807889945,2.0339590585115204,1.8498259572352067,1.7799498591082383,1.6049747223603517,1.5196005304160454,1.9246954251616095,1.6889192773081332,2.093713741090666,3.6436992375269424,3.6823926736283825,6.1910119343610415,1.0475509696668337,1.8858155146693154,1.0856746229073415,1.5898288579479531
0.25,90108,lumpy,2.192947186081503,1.879743074258114,1.879743074258114,1.7664909152979553,1.7664909152979553,1.5622905840255912,1.5256356762634498,1.2365942166420099,1.2371252639431518,1.4990580232396424,1.553477727623317,3.2505658182554065,3.331145924211981,1.0310662671167907,1.5556145608112386,1.0560254902704524,1.5447660230879137
0.25,22597,lumpy,1.8565954170355623,1.4744036088570545,1.3711815101549027,1.4744945847173867,1.5536879616747554,2.1999028111540855,2.3435448189247534,3.888736522813864,4.1886218044729056,6.935646782893874,9.245807898923587,18.148221865715165,26.135649445601945,1.0908449438501429,1.3153556157623454,1.1497507039534547,1.1310429605763874
0.25,85230F,lumpy,1.879701793547429,1.5745072587346498,1.4001410289136427,1.5144215189483836,1.3737945105536333,1.1407700287307931,1.6720860511723101,1.4767148409849178,1.927074111689836,2.126582954510493,5.539648314804054,6.290295074488304,7.704537184382207,1.0595172792100935,1.4323993562274446,1.0856148697700267,1.2850965568306691
0.25,22647,lumpy,1.866586487168047,1.6865046264863919,1.5881399002929133,1.466113169482648,1.469872553393726,1.6845841981726817,2.1304300595526726,2.603127000446157,3.5127737580260323,5.912350875831696,6.3170142189288265,8.107873756086219,17.024662955131756,1.0396034994471486,1.7530290392038943,1.0560726271071348,1.2632577447576185
0.25,22573,lumpy,1.7516471760958887,1.5067644179020028,1.4066253942503002,1.2768184138926408,1.7305482924845463,2.0895829511472224,3.3050231963946683,3.9977345112401417,5.5097371812015155,7.043862072623839,10.69042372375627,19.15728238599069,21.45460071036888,1.1220225399554848,1.4012545282147297,1.166419488949942,1.1524176632975347
0.25,84874B,lumpy,2.438569401552458,2.1394290960687754,2.009139470828812,1.674876888406644,1.5335698188798934,1.4434938652867042,1.2074284283448795,1.2985894332693426,1.2214589767131283,1.4148067773975497,1.5897003589015954,1.8716050413154144,2.2333861948084404,1.055371004089809,1.3207495200734523,1.2604206660545874,1.5761288707119607
0.25,22286,lumpy,1.8805872155910652,1.4272002871839444,1.3358493417914048,1.4131504739952105,1.3328263529056121,1.635559796137189,1.8877951547156295,2.881402005564193,4.339512354105368,6.127565407560315,9.283679166410854,11.083812366858586,14.758319123711129,1.0397097930669648,1.4219502057049458,1.102595047021647,1.1239330974772215
0.25,21792,lumpy,1.6288103195805996,1.396150277774673,1.3701501212818994,1.3555739372463986,1.4436570125529564,1.699790970366975,2.1980863169425775,2.7318719889113683,4.2611976168386265,6.215166385352263,5.959479549747925,15.20970031633898,24.039805054716595,1.1146197784509455,1.4177574585573594,1.1588289869328539,1.1551514067582525
0.25,21085,lumpy,5.1618531133748755,4.321257593118713,4.3463717842063145,4.283963019353625,3.946789307633146,4.342173005383857,12.453491657379665,27.667582288216757,67.35126905146838,29.820457078277787,144.80830024015447,144.80585160652313,145.728382175203,1.1069158203707494,17.257593118711657,1.4579180335588373,1.2053242085105718
0.25,35637C,lumpy,1.1739226487838597,1.1739226487838597,1.1739226487838597,1.1210367657014986,1.4726733703437114,1.483968899879561,1.0392813620199401,1.4977729634195858,1.6769834878599759,4.46932390732678,5.1621852751904385,4.133187477284197,11.157902238438862,1.135995325004811,1.5181262961352877,1.0689633055636705,1.1207659580533205
0.25,23224,lumpy,2.0942060540536933,1.4644032787924592,1.3236531207090148,1.0892358104466877,1.1419414148593434,1.4750678632624084,1.80953739528536,1.9385451651492327,3.1933489831772497,3.5376088439970808,6.2265056301064305,9.52716282344539,13.708452417300238,1.207996102554862,1.7403527388061075,1.3251780628563135,1.0422912839712564
0.25,21814,lumpy,1.9636098574110314,1.5309701641570475,1.3785078084435034,1.2454687063146543,1.1944322402843788,1.3862882933258776,1.4642848584095527,2.189683268762231,2.0450173742860533,3.359444022846183,5.154826856252727,5.754551264129093,6.474002476335001,1.0798058872868121,1.2448216639373744,1.1903542756720027,1.219866597435795
0.25,84637,lumpy,2.051269592860223,1.5730980275469229,1.5080493235680557,1.874866838544599,1.3390446022607778,2.4226131848830232,2.6860534679731365,2.6337662924649403,6.122301381489311,5.914323433089084,15.238437630846681,16.009072242090483,17.240832496856534,1.0772138700093097,1.7214259214270535,1.2335493420866783,1.214156891030772
0.25,90042C,lumpy,2.5491115452600237,2.049848823146339,1.7687226718764533,1.550586101032654,1.1940645641455019,1.3272048562656995,1.2027770025118618,1.2778746860173036,1.5043538933854301,1.9505930784258985,2.6378593357521627,2.5959158991534106,7.088810587031339,1.0685273048655692,1.2399944180854037,1.11815052563029,1.248192855149316
0.25,84199,lumpy,3.679104626669145,2.9180403683143914,2.623186045475427,2.3361644723802617,2.034179550961271,1.6558675715249276,1.7091019993639167,2.0935904507441667,1.4785121770219902,2.5158091562355436,2.1359960790158152,4.2455285876928235,4.755201219315433,1.039492545981682,1.4811702109680063,1.1680614943067378,1.4863065158706135
0.25,21458,lumpy,2.1438655936749966,1.7276577721304534,1.4726810673443458,1.3667937314697165,1.14570097416349,1.193703233093322,1.4541860793449104,3.1095580968516208,3.6514188903007256,4.494140900748276,5.656077933079201,6.14993646759849,9.287590004235511,1.0196244529154332,1.406466186644076,1.2086686432302658,1.2470704503741354
0.25,79323S,lumpy,1.517181002407529,1.7267819362369594,1.3911505070401986,2.4076019552053682,2.214379514116874,2.419639600204272,2.500218866272708,2.7104034434960202,3.544028598526304,5.266031954475817,4.9932151455460785,8.296965054351785,8.296965054351785,1.0553366892828484,2.16590063471219,1.0407820821478075,1.1778288465747433
0.25,20663,lumpy,2.1369830415435467,2.4904813071559544,2.296151061071466,2.1794229803436074,2.0451889723315544,1.8480104180049295,1.720738779037854,1.636623900678573,14.664848576867836,10.415121582322119,25.494596827881075,37.71775177818544,52.149726702561544,1.0417742142698658,11.017866528071401,1.2145341096226439,1.5236609593440862
0.25,84916,lumpy,1.8049273432459216,1.6578479687906802,1.538223904849032,1.6202739150881749,1.4252671181494214,1.841773851801009,1.8339756380426877,2.2339093666035215,4.359627521581959,5.286263803548406,4.457053740580259,5.778256176158556,15.005980894479226,1.0710503920202596,1.3392222984869733,1.178169323527081,1.2881449245236227
1.0,22554,smooth,1.9829609097754064,1.4665670737377647,1.3346049430490434,1.2665607741850342,1.3517451260960474,1.73768122463305,2.0655417465359966,2.9804101908764475,3.511139409101951,5.506251256160813,6.735406186160789,10.701202014656948,15.857091946471815,1.0664848795735498,1.3307763148816432,1.3230491635093913,1.0733126947986693
1.0,22627,smooth,2.12229492499202,1.5337735397382701,1.3297638046600706,1.2276771465049479,1.208043408873285,1.467399457389085,1.7519629747845522,2.2694821257580635,3.144637727417809,4.064830035110123,5.39955713373764,7.954799712735416,12.484264283434335,1.0829117459304207,1.2417610916054902,1.3682293329077568,1.0850263325885745
1.0,20724,smooth,1.9210720888123607,1.4400204099755298,1.2063090947857684,1.1702357214460979,1.1818040651846564,1.5021858333495597,1.8128700139089857,2.7433647397490692,3.577225022117141,5.462597461432131,7.090375162702841,10.435821833925093,17.02707289704359,1.0970964934066472,1.223625282726599,1.361375522180531,1.058096012361854
1.0,22741,smooth,2.017973412348576,1.480548662645911,1.3345348938621533,1.182814406949608,1.186728505648668,1.257890553001152,1.5719161474069785,2.0033169292268065,2.7489166234760374,3.8288678944471077,5.334877085857424,6.426246237137946,11.286796332990564,1.1044002224247973,1.2304246458229522,1.3934230254105322,1.1352213887773246
1.0,22027,smooth,3.898032623041365,2.458619934367591,2.110632778003183,1.566141403305594,1.3093083589267545,1.1922160359180278,1.2327661029431098,1.4017829232421577,1.5430146239287068,2.360448777013224,2.9134022569925793,4.3498379454667155,6.318806776755387,1.0590898644881759,1.182037881567607,1.6506719108206367,1.1051948858288407
1.0,23000,smooth,4.444739091123029,2.901885752505047,2.318061731300395,1.7392967288851455,1.3956618402962706,1.1868449409812103,1.1317976887920032,1.3024524071986818,1.3998971970719754,1.879054213062165,1.9915460074067657,3.138171470329589,4.552654916580995,1.0684494098121058,1.113070215638431,1.6926118136665975,1.238344872858789
1.0,23109,smooth,2.023563716134321,1.518141894312808,1.3787207844593703,1.245673291411461,1.4384920069255074,1.5476377145824782,1.80812209944283,3.056259732734581,2.913632840220956,4.93968382145012,7.076964789171927,7.592920502291933,17.03202141914345,1.0586212090974723,1.3151516283958145,1.3682668354637157,1.0979763232088493
1.0,21224,smooth,3.8723239475576703,2.8067710350168724,2.305176006343235,1.7680109162656041,1.4617838505651748,1.2370415445040657,1.2042743080525895,1.258597481145471,1.3179177960944837,1.8985082332983012,2.3342184359499107,3.0458225000460954,5.0408991167413575,1.1101030775755565,1.1939849901347943,1.4736589773376865,1.2723165717025315
1.0,22411,smooth,1.5452729724171035,1.2805186742536778,1.18638222994127,1.3890007388956171,1.6107770211080428,2.0988425238236736,2.8543200636821373,4.1346296380934975,5.740537756042565,8.51287792225599,11.260855862032178,17.47943185020986,23.57029239699262,1.0385448326820392,1.3028354167142773,1.2218537900774702,1.0472773219985225
1.0,23322,smooth,1.7120111503909805,1.3635276381826706,1.1620614705690837,1.252944410421429,1.211792313252794,1.8093841980628589,1.9892056830067806,3.301582303782214,4.110275784248838,6.591079522366309,7.132888955194851,14.003791528571226,15.27272382588311,1.0832380643092696,1.1481424394859674,1.353067140552789,1.0680933804032369
1.0,21652,smooth,2.52140302465421,1.8613267967140767,1.5939647172602303,1.2986230370163792,1.2012766630623932,1.1104685392580416,1.1770758414184856,1.4158679368061569,1.7819202460691401,2.5876792555299466,2.988389672532992,4.581188301278132,8.17613970882035,1.0918959294540918,1.1488923789999694,1.1123391735612669,1.1445917140848816
1.0,22993,smooth,1.7053792792567175,1.3748591320027046,1.2831133705642235,1.2727830507625646,1.4540332072825615,1.9203375823295172,2.23123638276026,3.4300418221431994,4.356702812351307,5.930818161328291,8.049122235856853,11.689752322756755,15.412123412887226,1.0963537101500087,1.2364954546592875,1.3239838721795085,1.0279732538629136
1.0,21274,smooth,2.709489387115236,2.064150098290492,1.610614128947172,1.402499564535795,1.2699815860850523,1.1897690795530906,1.1715542339562561,1.4753216214198606,1.7115982780501156,2.5154652001891162,3.2879662577450346,4.677594744569136,6.768656530718927,1.0088399233583,1.125954910792048,1.3490494438500005,1.2519844725906388
1.0,22382,smooth,1.7255935750525773,1.3417434249967686,1.2283025284085647,1.2023970525158487,1.3761262000501493,1.679389425469678,2.305467229423398,3.0316502655812547,4.442693104890365,6.145607610478741,8.879490482324318,12.181915958476035,17.034719928943147,1.079299934556421,1.2078692164431963,1.3820900281266721,1.052234738595212
1.0,23202,smooth,1.3969409226670806,1.2808827074489166,1.476497771167777,1.4116017765284155,1.8999930540517342,2.6768258650769985,3.3493558654447266,4.677962957666489,6.5009319828230785,8.196792197657174,12.713668400429828,15.888055011910255,23.81489824185793,1.0479871050513385,1.3011681450640866,1.1526421161444267,1.0175581314581996
1.0,23204,smooth,2.1554344857653853,1.551046637801165,1.2830196782979564,1.217738426044105,1.1242610407301787,1.345972727692648,1.6879268135549532,2.3411988178272423,2.8352591857854015,4.526965581009378,5.488017413304225,6.859259205234363,12.466259697131056,1.1062991136945821,1.2366087816926916,1.312124239971022,1.0627966473230528
1.0,47568,smooth,2.559994345545277,1.753789162424212,1.5545529011031993,1.2815434337644531,1.2254946195539564,1.3253983776362446,1.4721953807752413,1.9144686264903452,2.7067526195423364,4.008293845745701,4.920177302011794,7.42399696363528,14.177251663900766,1.0773479058184723,1.2649402506162777,1.2469079621306458,1.0969564703809205
1.0,16161P,smooth,2.9626158976652355,1.981022930330077,1.7217152478015392,1.3791230077475563,1.1872141345085139,1.1916451504585808,1.1880689749078344,1.4568573408182437,1.8431015089632408,2.483905274046897,3.4997150890516098,4.714838235328905,7.448717642602272,1.0975954978692468,1.2048108541929254,1.5864671924343834,1.1579432720683382
1.0,23201,smooth,1.4238201169629021,1.3076913324851707,1.2003041900520381,1.4924940601280592,1.9200805704663442,2.4335621781171093,3.658445431481548,5.092579224393673,6.918724430212283,10.671994902076014,12.887041384463707,18.788763537165774,33.075088109964796,1.0852709073797597,1.3871756188578448,1.152729656404696,1.0339668948154204
1.0,23307,smooth,2.029493532716872,1.5693489975399695,1.455534972778665,1.1471226651512292,1.4270984769277504,1.7556098182720747,2.0368966240945006,2.7354015350513627,3.449699707613826,4.8220689747700725,5.894550270584185,8.95777602510055,10.663682110777074,1.047289701892604,1.3026182506087782,1.3558697170917018,1.0806385920997277
1.0,23004,smooth,5.00726805353201,3.3785054609152216,2.7213072165512293,1.9261481291294895,1.5726919296347894,1.2882921137669152,1.172133912063237,1.1863319877913714,1.209985065851543,1.519957521994825,1.6857751856133862,2.6703791876005587,3.527928984553871,1.0415550656844266,1.1299650726273622,1.7225127350457226,1.3054481535892852
1.0,22614,smooth,4.789804788918796,3.265844101175848,2.5632925917271363,1.998231149082175,1.644681470978346,1.3366271902671611,1.1725261899875057,1.2661087077293136,1.3521286196859752,1.5867282465614732,2.124382009931316,2.7628525422503114,4.183581351466479,1.0755727603228955,1.2079882753797606,1.8668251519188557,1.212309555389927
1.0,22120,smooth,2.3206253170127704,1.6703864385666554,1.4372398630504835,1.2597336906253735,1.1769411437820751,1.354136830170664,1.428122948740899,1.9505730472013374,2.64547249820981,3.7025030955364584,4.851324740422482,7.364835078768356,10.063837047977065,1.100272071547919,1.3155978674364488,1.3416353383458628,1.1155259801288941
1.0,23078,smooth,1.9754711673699012,1.4192217533989682,1.3250632911392402,1.1766150961087676,1.199118612283169,1.6262165963431803,1.7022597280825122,2.6191279887482404,3.052508204406939,5.40708860759493,5.58115330520394,8.456183778715419,15.816690107829352,1.1410970464135017,1.1870229723394277,1.3089170182841066,1.1096483825597745
1.0,22487,smooth,2.1060748186613973,1.5318858756522205,1.306029062616395,1.1802205585379537,1.2262629879417433,1.4263861168697085,1.695657823334535,2.2853301799410444,3.1398835610116578,4.031431915463247,5.479131577758755,7.639114741628889,11.315463055757535,1.0817026878239828,1.1410651012295214,1.40376338560694,1.0658000074623597
1.0,21495,smooth,3.113685482059587,2.1034350460022977,1.7965506605609691,1.4493544847538473,1.2637343269242147,1.1262980966085894,1.2078072256009458,1.4302345950604942,1.6972166487371818,2.3554251115264146,3.0959207821196704,4.480433574745537,6.947990160097231,1.0902313494831295,1.169064489192338,1.5351978566293132,1.1772278685476698
1.0,21519,smooth,4.198157019483341,2.6974368140463154,2.2830861432893856,1.7179571572252559,1.4427344814625842,1.1940373603945806,1.130411252002612,1.2187931099646627,1.3806012770523235,1.952834155375397,2.4354206167730177,3.546470835879249,5.229136351896997,1.112684067081992,1.1535441771495385,1.6437804591257161,1.1269299091029348
1.0,84970S,smooth,2.067866794513755,1.5079957951647571,1.3018073307549822,1.225876668604896,1.2188610904918014,1.4691570664135185,1.8425280709376168,2.6167973666967166,3.3061817500490314,5.01976808651069,6.234973963938317,9.563226852772102,14.699450616672904,1.0881441639599119,1.2228435291210837,1.3907890647744694,1.054929044068764
1.0,23145,smooth,3.174769650543561,2.2732409913275853,1.7817661777304938,1.4861376015246641,1.2921143320494628,1.094970413763408,1.348414742957085,1.4584764308892437,1.7813918182477306,2.3414469215961042,2.9864091231257985,3.937811935408933,6.831045498734127,1.0564261838563762,1.1557246667386776,1.441017665920413,1.1783371632429298
1.0,23240,smooth,1.505682675690273,1.272347779623801,1.1606183542364952,1.4030547793624177,1.7846042100030766,2.3483601898656556,3.0988555013451298,4.281807666940035,5.665810374535751,8.425913925943155,10.577070466206116,16.215800388028757,19.066947487670976,1.0624725049948587,1.3760738706095497,1.2181554054618164,1.0240678029235097
1.0,21930,smooth,2.072787466230842,1.5117452299711491,1.4098814792012409,1.2759425669306494,1.3270910264172306,1.6420735331867944,2.029806534809078,2.887358436986481,3.8312033711603832,5.869122108071266,7.420734283034529,11.729555417867052,17.051642460028344,1.0802391654852,1.3254933909072961,1.2112437040496242,1.0686372323803197
1.0,23147,smooth,2.970691817712304,2.006844396350311,1.5689370650008607,1.2563500651730157,1.185381569562972,1.1103969405572909,1.2772804407171483,1.604508005213841,2.071284523253238,2.6920218391087265,3.4333366124787843,4.678087110499005,6.712080371855091,1.0730331275669562,1.085264750006148,1.870300779616833,1.1111359779641425
1.0,21756,smooth,2.4478380497640613,1.7214038674265228,1.4800979633700657,1.2104422791492218,1.19023263018609,1.2943915664337637,1.42992914852206,1.9510375680860272,2.3579776173740137,3.3968881708836833,4.217138426425075,6.503223147149838,8.480489589313468,1.0839326595908543,1.1517145777615976,1.4005755807440803,1.1406440343335618
1.0,23231,smooth,2.992674984114095,2.016134790247727,1.7277377616313212,1.3427979880705996,1.1890959306417908,1.1174779172315215,1.1091239147224432,1.5021726939772027,1.73317630204141,2.3459992797871427,3.4042937441813192,4.693211877134483,6.333890214982762,1.09044854639112,1.2100847688980068,1.572223505538876,1.1137757431375617
1.0,22771,smooth,2.258720088451312,1.592386869192092,1.3817753441966987,1.1983836575670614,1.159817832416352,1.4132861242003842,1.576394556032328,2.1664121936451926,2.785966251612392,4.216271355990205,5.015215731697688,7.573261905388695,11.341630031326494,1.0410930055018814,1.22622212862295,1.4036775739068628,1.1012714876141838
1.0,82482,smooth,1.623297127925656,1.3286146657328504,1.2323620763037775,1.3629288080829223,1.5094080391578015,2.0164725355398283,2.5291707348777037,3.5509423021287887,4.594743931129463,7.484971129857291,8.642432262307985,14.51840976716716,22.595543681455453,1.0608983496234095,1.4654207161500397,1.2036077813385533,1.0501424462948654
1.0,22077,smooth,1.804345338888931,1.4107716197907887,1.2395222628879394,1.1871894799357412,1.3293349835667418,1.7081203843121249,2.1817166083980744,3.0566781714771833,4.117585334927971,5.830363814918069,7.447288121669882,11.591761804508906,18.865975451495775,1.0752256765332389,1.283431062591315,1.3758965822845446,1.0771582563746964
