case,code,quadrant,L,price,cost,PCR,order_churn,fill,cover_days,orders_per_year,n_orders,unit_days,measured_days
Fast-moving distributor,22678,erratic,21,1.25,34.51737666454615,0.029655720940802183,0.8557377049180328,1.0,14.097479748024464,12.002989536621824,22,18275.369930237375,669
Fast-moving distributor,22678,erratic,28,1.25,33.91545335040525,0.026928758095670947,0.915057915057915,1.0,17.924505054118793,9.820627802690582,18,23236.561891591664,669
Fast-moving distributor,22678,erratic,42,1.25,36.046129492307806,0.019202363367799114,0.9234972677595629,1.0,25.955306171170367,7.0926756352765326,13,33647.349058769396,669
Fast-moving distributor,22678,erratic,56,1.25,37.88494081831051,0.014657425292580389,0.9626865671641791,1.0,32.531166802895115,4.910313901345291,9,42172.01359473335,669
Fast-moving distributor,22678,erratic,84,1.25,45.099728674519945,0.011930462447449153,0.9545454545454546,1.0,44.0353955876011,3.273542600896861,6,57085.60386479912,669
Fast-moving distributor,22678,erratic,112,1.25,56.70374903072565,0.00965799340983979,0.9550561797752809,1.0,57.10422353384433,3.273542600896861,6,74027.47358485946,669
Fast-moving distributor,22952,erratic,3,0.55,143.9053899938829,0.08749005794796046,0.6760316066725197,1.0,5.679972064083992,49.10313901345292,90,178867.8849797023,669
Fast-moving distributor,22952,erratic,5,0.55,125.43952698018427,0.06340188614930121,0.7036569987389659,1.0,6.684577201779628,33.82660687593423,62,210503.8849797023,669
Fast-moving distributor,22952,erratic,7,0.55,124.40481465141714,0.04851721395295989,0.6703296703296703,1.0,7.945350933665133,26.733931240657697,49,250206.8849797023,669
Fast-moving distributor,22952,erratic,10,0.55,127.74237629525275,0.03556414043858652,0.6834061135371179,1.0,9.666828020516132,19.641255605381165,36,304417.8849797023,669
Fast-moving distributor,22952,erratic,14,0.55,140.90848588429384,0.028633109873877967,0.6923076923076923,1.0,11.897085721735555,15.276532137518684,28,374650.8849797023,669
Fast-moving distributor,22952,erratic,21,0.55,161.90111602128016,0.02192932621293035,0.7813765182186235,1.0,15.057387526913436,10.366218236173394,19,474171.8849797023,669
Fast-moving distributor,22952,erratic,28,0.55,196.80729279101692,0.01954323372344052,0.8113207547169812,1.0,19.156903311837645,8.183856502242152,15,603269.6533520106,669
Fast-moving distributor,22952,erratic,42,0.55,244.54166101413577,0.015452789455743665,0.8192771084337349,1.0,24.608116377798122,6.001494768310912,11,774933.6933650868,669
Fast-moving distributor,22952,erratic,56,0.55,303.64411156355965,0.009203499602317918,0.9418604651162791,1.0,31.362545357931104,3.273542600896861,6,987637.2792790842,669
Fast-moving distributor,22952,erratic,84,0.55,445.71118417499787,0.009544369957959323,0.9655172413793104,1.0,46.332050332308086,3.273542600896861,6,1459041.6565806747,669
Fast-moving distributor,22952,erratic,112,0.55,516.8368390218955,0.0062492898534257475,1.0,1.0,54.142617119972336,1.6367713004484306,3,1705004.0567544713,669
Fast-moving distributor,21238,erratic,3,0.85,181.07816438356164,0.1881604363140552,0.708904109589041,1.0,0.7613436921135812,97.1150971599402,178,6609.0,669
Fast-moving distributor,21238,erratic,5,0.85,119.9732602739726,0.1254402908760368,0.7434343434343434,1.0,1.7247447054508305,61.65171898355755,113,14972.0,669
Fast-moving distributor,21238,erratic,7,0.85,99.32249315068493,0.10612430405635723,0.7908552074513124,1.0,2.553133643261204,48.5575485799701,89,22163.0,669
Fast-moving distributor,21238,erratic,10,0.85,78.97534246575343,0.078400181797523,0.8353510895883777,1.0,3.951291971477657,34.37219730941704,63,34300.0,669
Fast-moving distributor,21238,erratic,14,0.85,72.6955890410959,0.06283376888989887,0.9006514657980456,1.0,6.602804720967489,25.097159940209266,46,57317.0,669
Fast-moving distributor,21238,erratic,21,0.85,69.79556704916295,0.046017498011589594,0.9353348729792148,1.0,9.348239072742773,17.458893871449924,32,81149.30572320281,669
Fast-moving distributor,21238,erratic,28,0.85,74.90024249363813,0.03829110328371776,0.9683908045977011,1.0,12.589509110213179,13.094170403587444,24,109285.81476575244,669
Fast-moving distributor,21238,erratic,42,0.85,95.02722974746435,0.0285194864219975,0.98046875,1.0,19.2990145356022,9.275037369207773,17,167529.0521048499,669
Fast-moving distributor,21238,erratic,56,0.85,115.22665124935342,0.020338597886603794,0.9835164835164835,1.0,25.531761788422976,6.547085201793722,12,221633.6923883176,669
Fast-moving distributor,21238,erratic,84,0.85,174.97684932231275,0.015111919100102261,0.9779411764705882,1.0,41.05220239154862,4.910313901345291,9,356362.0588390832,669
Fast-moving distributor,21238,erratic,112,0.85,208.92838719760138,0.012953073514373368,0.9743589743589743,1.0,49.94434497149196,3.819133034379671,7,433552.1254536735,669
Fast-moving distributor,84510A,erratic,3,1.25,164.31917808219177,0.11987274173389388,0.49184149184149184,1.0,0.8459342599113837,88.93124065769805,163,1926.0,669
Fast-moving distributor,84510A,erratic,5,1.25,105.76095890410959,0.08851266901488468,0.577893175074184,1.0,1.7704885782465152,56.195814648729446,103,4031.0,669
Fast-moving distributor,84510A,erratic,7,1.25,88.41712328767123,0.07953641631632768,0.6255585344057194,1.0,2.832518194272333,45.82959641255606,84,6449.0,669
Fast-moving distributor,84510A,erratic,10,1.25,66.27671232876712,0.06567435518691057,0.7325728770595691,1.0,4.024995616733085,32.73542600896861,60,9164.0,669
Fast-moving distributor,84510A,erratic,14,1.25,54.556164383561644,0.052494034768776274,0.7661691542288557,1.0,6.127972375017459,24.55156950672646,45,13952.0,669
Fast-moving distributor,84510A,erratic,21,1.25,46.33407383333222,0.0413589364844904,0.875,1.0,9.833106367318042,16.913303437967116,31,22387.747796665037,669
Fast-moving distributor,84510A,erratic,28,1.25,43.56951790285352,0.03613225769798886,0.9137931034482759,1.0,12.549121204673174,13.094170403587444,24,28571.49613816614,669
Fast-moving distributor,84510A,erratic,42,1.25,49.6798509966782,0.02738325190319282,0.9601593625498008,1.0,20.956234749562995,9.275037369207773,17,47712.58245515017,669
Fast-moving distributor,84510A,erratic,56,1.25,52.22990347751909,0.02113396204976707,0.9841269841269841,1.0,25.797770660363344,6.547085201793722,12,58735.659077177865,669
Fast-moving distributor,84510A,erratic,84,1.25,72.83896273969943,0.015452789455743665,0.9714285714285714,1.0,41.57854098629229,4.364723467862481,8,94664.88559996116,669
Fast-moving distributor,84510A,erratic,112,1.25,93.67187561883166,0.013293943870014771,0.9831932773109243,1.0,55.57908363284106,3.819133034379671,7,126540.93840349422,669
Fast-moving distributor,20975,erratic,3,0.65,150.93619178082193,0.15384615384615385,0.7141350210970464,1.0,0.9825451617385899,79.11061285500747,145,16667.0,669
Fast-moving distributor,20975,erratic,5,0.65,111.68682191780822,0.11885013066696966,0.7996941896024465,1.0,1.934376575996181,54.559043348281016,100,32813.0,669
Fast-moving distributor,20975,erratic,7,0.65,91.71276712328768,0.0877173048517214,0.7821681864235056,1.0,2.931777523464544,40.37369207772795,74,49732.0,669
Fast-moving distributor,20975,erratic,10,0.65,80.82523287671233,0.06692421315759572,0.8354609929078014,1.0,4.440052435751207,29.46188340807175,54,75317.0,669
Fast-moving distributor,20975,erratic,14,0.65,80.0902191780822,0.05272128167253721,0.8738229755178908,1.0,6.635643244162561,21.823617339312406,40,112561.0,669
Fast-moving distributor,20975,erratic,21,0.65,83.96112507311585,0.03897284399500057,0.9475138121546961,1.0,9.428077783569782,14.730941704035875,27,159929.3127052868,669
Fast-moving distributor,20975,erratic,28,0.65,106.16509504041836,0.03374616520849903,0.954983922829582,1.0,13.930817933881118,12.002989536621824,22,236309.68992117463,669
Fast-moving distributor,20975,erratic,42,0.65,137.71417454353497,0.024201795250539712,0.9861111111111112,1.0,20.47689295162957,7.638266068759342,14,347351.33621838666,669
Fast-moving distributor,20975,erratic,56,0.65,180.55309741097741,0.018520622656516304,0.9644970414201184,0.9999790479220397,28.064048748755443,6.001494768310912,11,476052.9273462058,669
Fast-moving distributor,20975,erratic,84,0.65,263.25630572853095,0.014884672196341325,0.9776119402985075,1.0,42.24945174566257,4.364723467862481,8,716681.1660839522,669
Fast-moving distributor,20975,erratic,112,0.65,314.156492770764,0.009998863765481196,0.9777777777777777,1.0,51.00537216611366,3.273542600896861,6,865208.6143179142,669
Fast-moving distributor,22379,erratic,3,2.1,202.7746301369863,0.19543233723440517,0.7278882776132035,1.0,1.061479192964593,100.93423019431988,185,15447.0,669
Fast-moving distributor,22379,erratic,5,2.1,153.01079452054796,0.13748437677536643,0.7918848167539267,1.0,2.0310830909855944,64.9252615844544,119,29557.0,669
Fast-moving distributor,22379,erratic,7,2.1,142.1330410958904,0.10862401999772753,0.7960033305578684,1.0,2.993883956695888,50.19431988041853,92,43568.0,669
Fast-moving distributor,22379,erratic,10,2.1,144.06,0.07885467560504487,0.8621118012422361,1.0,4.840804152805771,34.37219730941704,63,70445.0,669
Fast-moving distributor,22379,erratic,14,2.1,163.94526027397262,0.06374275650494263,0.8904761904761904,1.0,6.983828048176639,25.642750373692078,47,101631.0,669
Fast-moving distributor,22379,erratic,21,2.1,207.08548809365456,0.047721849789796614,0.9882352941176471,1.0,10.515610190138096,16.913303437967116,31,153026.67417662835,669
Fast-moving distributor,22379,erratic,28,2.1,274.6099131385214,0.03931371435064197,0.969187675070028,1.0,14.966117792440759,13.094170403587444,24,217791.94832276265,669
Fast-moving distributor,22379,erratic,42,2.1,370.05080721318535,0.028746733325758438,0.98828125,1.0,21.083762814076202,9.275037369207773,17,306817.96341145865,669
Fast-moving distributor,22379,erratic,56,2.1,460.14131782591346,0.023860924894898307,0.9905660377358491,1.0,26.7624519167966,6.547085201793722,12,389456.1452534724,669
Fast-moving distributor,22379,erratic,84,2.1,708.4788051503313,0.016816270878309284,0.9866666666666667,1.0,41.77201955059637,4.910313901345291,9,607880.3901901687,669
Fast-moving distributor,22379,erratic,112,2.1,933.5851666185114,0.01158959209180775,0.9902912621359223,1.0,55.45397151246889,2.7279521674140508,5,806984.7281327539,669
Fast-moving distributor,21259,erratic,3,5.95,171.15123287671233,0.0994205203954096,0.4045307443365696,1.0,0.7232993680840638,90.56801195814649,166,1580.0,669
Fast-moving distributor,21259,erratic,5,5.95,122.45931506849315,0.08033178047949097,0.505,1.0,2.0302738591473566,58.9237668161435,108,4435.0,669
Fast-moving distributor,21259,erratic,7,5.95,102.28923287671233,0.06965117600272697,0.543921916592724,1.0,2.4276307271834114,46.375186846038865,85,5303.0,669
Fast-moving distributor,21259,erratic,10,5.95,89.99452054794521,0.05942506533348483,0.6705128205128205,1.0,4.211616573654043,32.73542600896861,60,9200.0,669
Fast-moving distributor,21259,erratic,14,5.95,84.81120547945207,0.04885808430860129,0.7288135593220338,1.0,5.590005432705382,24.55156950672646,45,12211.0,669
Fast-moving distributor,21259,erratic,21,5.95,100.40774399991736,0.03783660947619589,0.8141809290953546,1.0,9.745740209540182,16.913303437967116,31,21288.92988232759,669
Fast-moving distributor,21259,erratic,28,5.95,120.7529551195096,0.03465515282354278,0.9242424242424242,1.0,13.725772520580929,12.548579970104633,23,29983.049259345375,669
Fast-moving distributor,21259,erratic,42,5.95,164.95049393991303,0.026019770480627202,0.9462809917355371,1.0,20.914565643032713,8.729446935724962,16,45686.49604039348,669
Fast-moving distributor,21259,erratic,56,5.95,216.90491321886122,0.019202363367799114,0.9825581395348837,1.0,28.911698845900062,6.001494768310912,11,63155.70867637339,669
Fast-moving distributor,21259,erratic,84,5.95,305.6493523331012,0.016702647426428813,0.9932432432432432,1.0,41.653385552629395,4.910313901345291,9,90989.08706015287,669
Fast-moving distributor,21259,erratic,112,5.95,335.77494948103106,0.011816838995568686,0.9454545454545454,1.0,46.16423269787651,3.819133034379671,7,100842.73660552631,669
Fast-moving distributor,22902,erratic,3,2.1,94.20546017387436,0.06351550960118169,0.525375939849624,1.0,5.386585109353118,45.28400597907324,83,9738.07848443843,669
Fast-moving distributor,22902,erratic,5,2.1,76.24102181770998,0.05283490512441768,0.5747836835599506,1.0,6.365101463854976,34.37219730941704,63,11507.07848443843,669
Fast-moving distributor,22902,erratic,7,2.1,63.81515880401135,0.04556300420406772,0.6375198728139905,1.0,7.121806027426791,26.733931240657697,49,12875.07848443843,669
Fast-moving distributor,22902,erratic,10,2.1,54.103871132778465,0.038177479831837294,0.7073684210526315,1.0,8.222014636304232,20.186846038863976,37,14864.07848443843,669
Fast-moving distributor,22902,erratic,14,2.1,48.40754236565519,0.03283717759345529,0.7727272727272727,1.0,9.329414151122052,15.822122571001495,29,16866.078484438432,669
Fast-moving distributor,22902,erratic,21,2.1,47.41448689206467,0.025451653221224863,0.8549618320610687,1.0,13.178438420373572,10.911808669656203,20,23824.494560960964,669
Fast-moving distributor,22902,erratic,28,2.1,53.02234909994994,0.023633677991137372,0.9674418604651163,1.0,17.797041021128454,8.729446935724962,16,32174.184336861257,669
Fast-moving distributor,22902,erratic,42,2.1,62.5069466146192,0.017157141233950686,0.949685534591195,1.0,24.759942684854938,6.001494768310912,11,44761.989319847635,669
Fast-moving distributor,22902,erratic,56,2.1,72.77301047525069,0.014771048744460856,0.9558823529411765,1.0,30.65637138272314,4.910313901345291,9,55421.78291301547,669
Fast-moving distributor,22902,erratic,84,2.1,99.69128507178706,0.009544369957959323,0.9438202247191011,1.0,45.03840745608141,3.273542600896861,6,81422.18821714827,669
Fast-moving distributor,22902,erratic,112,2.1,128.1578074542991,0.010453357573003069,0.9787234042553191,1.0,59.20328138603622,2.7279521674140508,5,107029.99933528373,669
Fast-moving distributor,82582,erratic,3,2.1,172.49216438356166,0.15577775252812182,0.6332563510392609,1.0,0.8158585936263266,90.56801195814649,166,5642.0,669
Fast-moving distributor,82582,erratic,5,2.1,122.34772602739726,0.11453243949551187,0.7309644670050761,1.0,2.180057454362017,57.28699551569507,105,15076.0,669
Fast-moving distributor,82582,erratic,7,2.1,107.14252054794521,0.09748892171344166,0.772972972972973,1.0,3.0339470317039985,45.28400597907324,83,20981.0,669
Fast-moving distributor,82582,erratic,10,2.1,92.97391780821918,0.07135552778093399,0.8274044795783926,1.0,4.395109197922469,31.64424514200299,58,30394.0,669
Fast-moving distributor,82582,erratic,14,2.1,95.2710684931507,0.05715259629587547,0.8687392055267703,1.0,6.443142743035844,24.005979073243648,44,44557.0,669
Fast-moving distributor,82582,erratic,21,2.1,116.81818296670238,0.04317691171457789,0.9313725490196079,1.0,10.910284532497984,16.367713004484305,30,75449.13519725326,669
Fast-moving distributor,82582,erratic,28,2.1,136.35047733562314,0.038177479831837294,0.9710982658959537,0.9999814857297222,14.24455013185915,12.548579970104633,23,98506.96244643438,669
Fast-moving distributor,82582,erratic,42,2.1,168.54457061587388,0.025451653221224863,0.9572649572649573,1.0,19.170001172971222,8.729446935724962,16,132568.49589236657,669
Fast-moving distributor,82582,erratic,56,2.1,223.62016168990837,0.020793091694125666,0.9786096256684492,1.0,26.719592395435487,6.001494768310912,11,184777.04527813464,669
Fast-moving distributor,82582,erratic,84,2.1,290.86250245111887,0.015566412907624134,0.9856115107913669,1.0,35.54682072187274,4.364723467862481,8,245820.98427299614,669
Fast-moving distributor,82582,erratic,112,2.1,469.0552895773903,0.011475968639927281,1.0,1.0,58.191323417874436,3.273542600896861,6,402417.09689463675,669
Fast-moving distributor,22070,erratic,3,3.75,118.02602739726028,0.07408249062606521,0.42282749675745784,1.0,0.5877867829568986,63.28849028400598,116,986.0,669
Fast-moving distributor,22070,erratic,5,3.75,88.42260273972603,0.06022042949664811,0.4809437386569873,1.0,1.5731940367375816,45.28400597907324,83,2639.0,669
Fast-moving distributor,22070,erratic,7,3.75,74.40342465753425,0.053857516191341895,0.5284280936454849,1.0,2.1478659016163344,36.554559043348284,67,3603.0,669
Fast-moving distributor,22070,erratic,10,3.75,66.34246575342466,0.04567662765594819,0.5826086956521739,1.0,4.161005826611716,28.37070254110613,52,6980.0,669
Fast-moving distributor,22070,erratic,14,3.75,57.842465753424655,0.038177479831837294,0.6473988439306358,1.0,5.46653630802714,21.278026905829595,39,9170.0,669
Fast-moving distributor,22070,erratic,21,3.75,68.05915785171977,0.03340529485285763,0.7819148936170213,1.0,11.621878141167151,15.276532137518684,28,19495.456821170294,669
Fast-moving distributor,22070,erratic,28,3.75,62.48108452961718,0.028860356777638905,0.8141025641025641,1.0,11.454168731723149,12.548579970104633,23,19214.127804413696,669
Fast-moving distributor,22070,erratic,42,3.75,91.66830323546368,0.02374730144301784,0.8781512605042017,1.0,21.95272807797404,8.729446935724962,16,36825.24090792566,669
Fast-moving distributor,22070,erratic,56,3.75,111.66290116867637,0.017838881945233497,0.9401197604790419,1.0,29.204107960758957,6.001494768310912,11,48989.278568755835,669
Fast-moving distributor,22070,erratic,84,3.75,172.40110650975697,0.01579365981138507,0.9928571428571429,1.0,47.695701272646986,4.364723467862481,8,80008.53850141507,669
Fast-moving distributor,22070,erratic,112,3.75,187.2920154736647,0.012498579706851495,0.9821428571428571,1.0,52.305938168153446,3.819133034379671,7,87742.11419718349,669
Fast-moving distributor,20692,erratic,3,4.25,35.91753424657534,0.0206794682422452,0.36767676767676766,1.0,0.4766984775629219,19.095665171898357,35,394.0,669
Fast-moving distributor,20692,erratic,5,4.25,25.346027397260276,0.01874786956027724,0.49698795180722893,1.0,0.6993190863740326,13.094170403587444,24,578.0,669
Fast-moving distributor,20692,erratic,7,4.25,24.347808219178084,0.014657425292580389,0.4725274725274725,1.0,2.2588732426649116,10.911808669656203,20,1867.0,669
Fast-moving distributor,20692,erratic,10,4.25,18.827534246575343,0.01636177707078741,0.676056338028169,1.0,2.5081115329643073,7.638266068759342,14,2073.0,669
Fast-moving distributor,20692,erratic,14,4.25,20.254520547945205,0.012839450062492899,0.70625,1.0,4.808121192474751,6.001494768310912,11,3974.0,669
Fast-moving distributor,20692,erratic,21,4.25,21.781643835616443,0.009885240313600727,0.7372881355932204,1.0,7.160156320348659,4.364723467862481,8,5918.0,669
Fast-moving distributor,20692,erratic,28,4.25,25.45212442389083,0.008408135439154642,0.8222222222222222,1.0,10.1062147084358,3.273542600896861,6,8352.971076141355,669
Fast-moving distributor,20692,erratic,42,4.25,32.24848993878334,0.006476536757186684,0.7808219178082192,1.0,14.676304669314357,2.1823617339312404,4,12130.233914889312,669
Fast-moving distributor,20692,erratic,56,4.25,46.82614606604449,0.004090444267696853,0.6923076923076923,1.0,22.769566569434993,1.6367713004484306,3,18819.462722477925,669
Fast-moving distributor,20692,erratic,84,4.25,50.176466991273294,0.003749573912055448,0.9705882352941176,1.0,25.029745270891677,1.0911808669656202,2,20687.541708017354,669
Fast-moving distributor,20692,erratic,112,4.25,74.88232616962306,0.0022724690376093627,1.0,1.0,38.38504397554877,0.5455904334828101,1,31725.940061073426,669
Fast-moving distributor,21889,erratic,3,1.25,178.62191780821917,0.17145778888762642,0.6745641484130532,1.0,0.9289876604797358,93.29596412556054,171,11128.0,669
Fast-moving distributor,21889,erratic,5,1.25,129.8082191780822,0.1257811612316782,0.7540871934604905,1.0,2.170531917008728,61.106128550074736,112,26000.0,669
Fast-moving distributor,21889,erratic,7,1.25,107.9945205479452,0.10146574252925804,0.7738301559792028,1.0,2.558890166159675,47.46636771300449,87,30652.0,669
Fast-moving distributor,21889,erratic,10,1.25,96.64383561643837,0.07612771275991365,0.8524173027989822,1.0,4.466286829229499,32.73542600896861,60,53500.0,669
Fast-moving distributor,21889,erratic,14,1.25,100.81164383561644,0.06022042949664811,0.8803986710963455,1.0,6.802530509902162,24.55156950672646,45,81485.0,669
Fast-moving distributor,21889,erratic,21,1.25,113.34868458734672,0.047267355982274745,0.9607390300230947,1.0,9.91507991550491,17.458893871449924,32,118769.07949752623,669
Fast-moving distributor,21889,erratic,28,1.25,147.74971697863043,0.03795023292807635,0.9681159420289855,1.0,15.083075277594416,13.094170403587444,24,180674.58678880043,669
Fast-moving distributor,21889,erratic,42,1.25,189.51003414426015,0.029542097488921712,0.9885931558935361,1.0,21.148047610224257,8.729446935724962,16,253324.6498506198,669
Fast-moving distributor,21889,erratic,56,1.25,242.52237736191427,0.02192932621293035,0.9846938775510204,1.0,28.096923821815274,6.547085201793722,12,336562.6709483948,669
Fast-moving distributor,21889,erratic,84,1.25,336.6189112072718,0.014771048744460856,1.0,1.0,40.05329382883614,4.364723467862481,8,479783.6103626169,669
Fast-moving distributor,21889,erratic,112,1.25,418.66888327098576,0.012384956254971026,0.990909090909091,1.0,50.297616698161335,3.273542600896861,6,602496.5695756392,669
Fast-moving distributor,21115,erratic,3,6.75,141.62972602739725,0.04942620156800363,0.2366702937976061,1.0,0.6223412193613952,75.83707025411061,139,711.0,669
Fast-moving distributor,21115,erratic,5,6.75,104.68205479452055,0.04999431882740598,0.3434816549570648,1.0,1.8180066281485483,52.922272047832585,97,2077.0,669
Fast-moving distributor,21115,erratic,7,6.75,88.26643835616439,0.042949664810816954,0.3545966228893058,1.0,1.956304676895525,43.64723467862481,80,2235.0,669
Fast-moving distributor,21115,erratic,10,6.75,74.19356164383562,0.03795023292807635,0.4519621109607578,1.0,4.305620897382142,30.553064275037368,56,4919.0,669
Fast-moving distributor,21115,erratic,14,6.75,64.39150684931508,0.03590501079422793,0.572463768115942,1.0,5.299091057684791,22.91479820627803,42,6054.0,669
Fast-moving distributor,21115,erratic,21,6.75,76.15981846629928,0.028860356777638905,0.6240786240786241,1.0,10.687355335746648,16.913303437967116,31,12209.876844592029,669
Fast-moving distributor,21115,erratic,28,6.75,87.04335042510205,0.029655720940802183,0.772189349112426,1.0,14.682949461104219,13.639760837070254,25,16774.683633453515,669
Fast-moving distributor,21115,erratic,42,6.75,107.61468446300945,0.0235200545392569,0.8734177215189873,1.0,21.444535526984886,9.275037369207773,17,24499.52579925811,669
Fast-moving distributor,21115,erratic,56,6.75,159.78581643945967,0.0206794682422452,0.9430051813471503,1.0,35.21110011534524,6.001494768310912,11,40227.276296594646,669
Fast-moving distributor,21115,erratic,84,6.75,175.58124964766793,0.016134530167026474,0.922077922077922,1.0,39.42250141208859,4.910313901345291,9,45038.6341639991,669
Fast-moving distributor,21115,erratic,112,6.75,249.72746703107381,0.011475968639927281,0.9619047619047619,1.0,57.679639416318885,3.273542600896861,6,65896.68553062365,669
Fast-moving distributor,22365,erratic,3,7.95,152.88761643835616,0.07533234859675036,0.34192882929345025,1.0,0.5249466764671806,80.7473841554559,148,1122.0,669
Fast-moving distributor,22365,erratic,5,7.95,120.23682191780821,0.0655607317350301,0.439117199391172,1.0,2.066100288127513,55.10463378176382,101,4416.0,669
Fast-moving distributor,22365,erratic,7,7.95,110.56720547945206,0.05885694807408249,0.4896030245746692,1.0,3.283022129028704,43.64723467862481,80,7017.0,669
Fast-moving distributor,22365,erratic,10,7.95,86.70660273972604,0.04567662765594819,0.5469387755102041,1.0,3.2979938702470197,30.553064275037368,56,7049.0,669
Fast-moving distributor,22365,erratic,14,7.95,87.62454794520548,0.04306328826269742,0.6696113074204947,1.0,4.792828657513189,23.460388639760836,43,10244.0,669
Fast-moving distributor,22365,erratic,21,7.95,109.4874335981196,0.03476877627542325,0.765,1.0,8.644624900008745,15.822122571001495,29,18476.675008373364,669
Fast-moving distributor,22365,erratic,28,7.95,145.2460936221999,0.03170094307465061,0.8664596273291926,1.0,13.022244008780872,13.094170403587444,24,27833.222749750294,669
Fast-moving distributor,22365,erratic,42,7.95,156.77420655187174,0.02374730144301784,0.9372197309417041,1.0,15.227033355998651,8.183856502242152,15,32545.651189580614,669
Fast-moving distributor,22365,erratic,56,7.95,195.913816525405,0.019088739915918647,0.9438202247191011,1.0,19.752971199572446,6.547085201793722,12,42219.209453945165,669
Fast-moving distributor,22365,erratic,84,7.95,306.29934012901407,0.014202931485058516,0.9328358208955224,1.0,32.03836658789552,4.364723467862481,8,68477.52147615732,669
Fast-moving distributor,22365,erratic,112,7.95,505.9377749032612,0.01158959209180775,0.9902912621359223,1.0,53.80242565449221,2.7279521674140508,5,114995.14958471089,669
Fast-moving distributor,21918,erratic,3,0.42,172.17617534246574,0.17702533802976936,0.704658525554048,1.0,0.7078279487943854,92.75037369207773,170,9456.0,669
Fast-moving distributor,21918,erratic,5,0.42,117.84248767123287,0.12464492671287354,0.7498291182501708,1.0,1.9003413849453323,61.106128550074736,112,25387.0,669
Fast-moving distributor,21918,erratic,7,0.42,97.34338630136986,0.10862401999772753,0.8094834885690093,1.0,2.713789599787611,48.5575485799701,89,36254.0,669
Fast-moving distributor,21918,erratic,10,0.42,73.91022465753424,0.07680945347119646,0.8418430884184309,1.0,4.199210265595117,33.28101644245142,61,56098.0,669
Fast-moving distributor,21918,erratic,14,0.42,65.38328767123288,0.06283376888989887,0.9006514657980456,1.0,6.304654080711411,25.097159940209266,46,84225.0,669
Fast-moving distributor,21918,erratic,21,0.42,59.895199147080476,0.04556300420406772,0.9593301435406698,1.0,9.398520947815177,16.913303437967116,31,125556.52010338541,669
Fast-moving distributor,21918,erratic,28,0.42,69.52517477686933,0.03988183161004431,0.9804469273743017,1.0,14.807626229376055,13.094170403587444,24,197817.72373282505,669
Fast-moving distributor,21918,erratic,42,0.42,84.6824428296674,0.02738325190319282,0.9796747967479674,1.0,22.014551742523775,9.275037369207773,17,294096.3289622452,669
Fast-moving distributor,21918,erratic,56,0.42,100.06701765241063,0.021815702761049882,0.9696969696969697,1.0,28.644886854895393,6.547085201793722,12,382672.16003726044,669
Fast-moving distributor,21918,erratic,84,0.42,148.69879098261393,0.01647540052266788,0.9863945578231292,1.0,45.438759800595115,4.910313901345291,9,607024.5084363581,669
Fast-moving distributor,21918,erratic,112,0.42,177.59123819114723,0.012044085899329622,0.9814814814814815,1.0,55.48691038577669,3.819133034379671,7,741259.5469020087,669
Fast-moving distributor,20977,erratic,3,1.25,144.4808219178082,0.12748551300988525,0.597444089456869,1.0,0.6193512023271248,78.01943198804186,143,2162.0,669
Fast-moving distributor,20977,erratic,5,1.25,99.32876712328768,0.09089876150437451,0.6384676775738228,1.0,1.8104993518535746,51.83109118086696,95,6320.0,669
Fast-moving distributor,20977,erratic,7,1.25,80.88424657534247,0.07976366322008863,0.7105263157894737,1.0,2.4610759385718453,40.91928251121076,75,8591.0,669
Fast-moving distributor,20977,erratic,10,1.25,66.94246575342466,0.062265651630496535,0.7355704697986577,1.0,4.158419080934571,31.09865470852018,57,14516.0,669
Fast-moving distributor,20977,erratic,14,1.25,53.782876712328765,0.05113055334621066,0.8226691042047533,1.0,5.346416044880264,22.369207772795217,41,18663.0,669
Fast-moving distributor,20977,erratic,21,1.25,50.59642826591421,0.03897284399500057,0.8886010362694301,1.0,9.032668717021084,15.822122571001495,29,31530.785268234744,669
Fast-moving distributor,20977,erratic,28,1.25,53.835777725719225,0.03363254175661857,0.9164086687306502,1.0,13.315258893944135,12.002989536621824,22,46480.23547955007,669
Fast-moving distributor,20977,erratic,42,1.25,67.25810397223464,0.02670151119191001,0.9631147540983607,1.0,21.020364938923382,9.275037369207773,17,73376.83179946258,669
Fast-moving distributor,20977,erratic,56,1.25,70.94538523498187,0.020793091694125666,0.9838709677419355,1.0,25.072053548613827,6.001494768310912,11,87520.26244307353,669
Fast-moving distributor,20977,erratic,84,1.25,100.66851623301551,0.014657425292580389,0.9847328244274809,1.0,38.75844641180005,4.364723467862481,8,135296.03370020265,669
Fast-moving distributor,20977,erratic,112,1.25,131.8264519042305,0.01158959209180775,0.9532710280373832,1.0,52.62669557645898,3.273542600896861,6,183706.61978017655,669
Fast-moving distributor,20718,erratic,3,1.25,192.31712328767122,0.19940915805022155,0.727310401989225,1.0,0.8748463704190792,100.93423019431988,185,10683.0,669
Fast-moving distributor,20718,erratic,5,1.25,133.8041095890411,0.1382797409385297,0.782636655948553,1.0,1.8895633390480047,64.3796711509716,118,23074.0,669
Fast-moving distributor,20718,erratic,7,1.25,116.29383561643836,0.11135098284285877,0.7954545454545454,1.0,2.9046078734807,50.19431988041853,92,35469.0,669
