L,placement,cost_first,cost_start,cost_pct,fill_first,fill_start,fill_pct,cover_days_first,cover_days_start,cover_days_pct,orders_per_year_first,orders_per_year_start,orders_per_year_pct,cost_end,fill_end,cover_days_end,orders_per_year_end
7,start,48.176290303445974,49.68970470647116,0.934552044464671,1.0,1.0,0.0,2.371147484868296,3.026793140078098,24.35333045689407,19.992175273865413,19.992175273865413,0.0,,,,
7,end,48.176290303445974,,18.85324403700153,1.0,,-23.38020198006991,2.371147484868296,,888.8126453516074,19.992175273865413,,-34.28571428571428,74.71562563256524,0.7661979801993009,31.442923328756606,11.995305164319248
14,start,45.04588833084874,50.944963719803994,7.093659243820428,0.9999376648761147,0.9996888883364183,-0.0017298598375624131,5.877496380415122,7.169235047784829,20.480225870645345,14.280125195618153,14.85133020344288,4.0000000000000036,,,,
14,end,45.04588833084874,,24.25527910961938,0.9999376648761147,,-27.53385125558599,5.877496380415122,,348.3647000170871,14.280125195618153,,-23.999999999999996,73.74599449459642,0.7208563570959776,31.39254600670268,10.28169014084507
28,start,41.23219295780261,52.92592644512684,20.62135391199785,0.9999768745442058,0.9999286336496752,0.0,11.716063293373743,15.997136216030205,27.128218423903117,9.139280125195619,10.852895148669797,18.750000000000004,,,,
28,end,41.23219295780261,,8.15378468304504,0.9999768745442058,,-36.32420761795373,11.716063293373743,,84.1922198298255,9.139280125195619,,0.0,59.90515616438356,0.6365011968460571,25.704617313638124,7.996870109546166
56,start,50.779563948479804,66.57236018463318,21.168057590331554,1.0,1.0,0.0,25.660237602044177,34.21609480125612,26.94511991289757,5.712050078247262,7.42566510172144,40.0,,,,
56,end,50.779563948479804,,-14.032415602849376,1.0,,-51.45293066870771,25.660237602044177,,-33.229001774834934,5.712050078247262,,20.0,40.73847179639276,0.4839019317313798,18.193428182119114,6.283255086071987
