factor,assumed_K,config,who,code,cost,PCR,order_churn,fill,cover_days,orders_per_year,n_orders,unit_days,measured_days
0.5,0.5,Per period 14d,Both,22627,100.4199977229054,0.06203531598513011,0.9081632653061225,1.0,8.759689789181492,23.990610328638496,42,12543.117158153218,639
0.5,0.5,Per period 28d,Both,22627,135.6167765764538,0.0362453531598513,0.9483282674772037,1.0,17.036079364074656,12.566510172143975,22,24394.190264944486,639
0.5,0.5,Per period 56d,Both,22627,228.083051229635,0.02137546468401487,0.968421052631579,1.0,32.70010187454644,5.712050078247262,10,46823.71394048045,639
0.5,0.5,SP Part Period Balancing,SAP only,22627,93.76033656756597,0.12395446096654275,0.9578096947935368,1.0,4.612307713888303,35.985915492957744,63,6604.425204212694,639
0.5,0.5,WI Sliding Economic Lot Size,SAP only,22627,106.07993779052552,0.12256040892193308,0.957350272232305,1.0,7.209266630337724,33.129890453834115,58,10323.045466789303,639
0.5,0.5,DY Dynamic Planning Calculation,SAP only,22627,89.08223675088304,0.05982806691449814,0.9572490706319703,0.9999612351121429,7.80938471836958,21.134585289514867,37,11182.362596513121,639
0.5,0.5,GR Groff Reorder Procedure,SAP only,22627,96.28217215874906,0.11361524163568773,0.9072356215213359,1.0,3.491006738759197,41.69796557120501,73,4998.819316437297,639
2.0,2.0,Per period 7d,Both,22627,102.46951308764616,0.10315985130111524,0.8862275449101796,0.9999683751528443,4.718644012481447,40.55555555555556,71,6756.689574700499,639
2.0,2.0,Per period 14d,Both,22627,100.4199977229054,0.06203531598513011,0.9081632653061225,1.0,8.759689789181492,23.990610328638496,42,12543.117158153218,639
2.0,2.0,Per period 28d,Both,22627,135.6167765764538,0.0362453531598513,0.9483282674772037,1.0,17.036079364074656,12.566510172143975,22,24394.190264944486,639
2.0,2.0,Per period 56d,Both,22627,228.083051229635,0.02137546468401487,0.968421052631579,1.0,32.70010187454644,5.712050078247262,10,46823.71394048045,639
2.0,2.0,SP Part Period Balancing,SAP only,22627,94.10554916921907,0.06505576208178439,0.9688581314878892,1.0,9.312313695894156,18.278560250391237,32,13334.426733391152,639
2.0,2.0,WI Sliding Economic Lot Size,SAP only,22627,110.60985769507822,0.07028345724907063,0.969551282051282,1.0,11.93696824291979,17.70735524256651,31,17092.70474041385,639
2.0,2.0,DY Dynamic Planning Calculation,SAP only,22627,162.62948947705482,0.02532527881040892,0.9954337899543378,1.0,22.435945946959393,7.42566510172144,13,32126.331564191176,639
2.0,2.0,GR Groff Reorder Procedure,SAP only,22627,84.22626715118511,0.07632434944237919,0.9494219653179191,1.0,6.181604339034619,24.561815336463223,43,8851.522064813274,639
1.0,1.0,Per period 7d,Both,20724,118.64701369863013,0.14486524163568773,0.9904686258935663,1.0,2.418115205337601,49.694835680751176,87,67948.0,639
1.0,1.0,Per period 14d,Both,20724,134.1310771902555,0.08863847583643122,0.9973856209150327,1.0,6.8104123527840335,25.704225352112676,45,191369.66573201912,639
1.0,1.0,Per period 28d,Both,20724,210.75593838028848,0.051812267657992565,0.9955357142857143,1.0,14.34623480791357,13.137715179968701,23,403123.0441694429,639
1.0,1.0,Per period 56d,Both,20724,382.91430708583,0.027648698884758363,1.0,1.0,28.41758308101505,6.283255086071987,11,798521.8946254584,639
1.0,1.0,SP Part Period Balancing,SAP only,20724,120.52139543980549,0.15009293680297398,0.9976833976833976,1.0,4.0895138276343035,38.27073552425665,67,114913.58432664118,639
1.0,1.0,WI Sliding Economic Lot Size,SAP only,20724,132.33113367970503,0.1503252788104089,0.9984567901234568,1.0,5.373928338991674,35.41471048513302,62,151005.08113583727,639
1.0,1.0,DY Dynamic Planning Calculation,SAP only,20724,142.70430892599643,0.06981877323420074,1.0,1.0,8.382391464521916,18.849765258215964,33,235541.60445875698,639
