factor,assumed_K,config,who,code,cost,PCR,order_churn,fill,cover_days,orders_per_year,n_orders,unit_days,measured_days
2.0,2.0,Per period 56d,Both,22037,54.11845002356222,0.02184014869888476,1.0,1.0,29.920013079966893,6.283255086071987,11,187359.9316500025,639
2.0,2.0,SP Part Period Balancing,SAP only,22037,44.54860598858558,0.031947026022304835,0.9963768115942029,1.0,20.503860347256268,8.568075117370892,15,128395.72840278257,639
2.0,2.0,WI Sliding Economic Lot Size,SAP only,22037,45.405022607181934,0.035432156133828996,1.0,1.0,21.79203303156934,7.996870109546166,14,136462.30061454055,639
2.0,2.0,DY Dynamic Planning Calculation,SAP only,22037,128.3286167823802,0.009990706319702601,1.0,1.0,86.27197495063592,2.2848200312989047,4,540237.4419710567,639
2.0,2.0,GR Groff Reorder Procedure,SAP only,22037,40.45530702540918,0.04774628252788104,0.9903614457831326,1.0,10.724480775687772,14.280125195618153,25,67156.98886040895,639
1.0,1.0,Per period 7d,Both,23245,215.0328869445938,0.041821561338289966,0.989010989010989,1.0,12.679040984234106,14.85133020344288,26,69693.94316644114,639
1.0,1.0,Per period 14d,Both,23245,269.18785924106555,0.026603159851301114,1.0,1.0,17.116266795125345,7.996870109546166,14,94084.41275049385,639
1.0,1.0,Per period 28d,Both,23245,370.7861721906166,0.014172862453531599,0.991869918699187,1.0,24.333230159397875,4.569640062597809,8,133754.49782785357,639
1.0,1.0,Per period 56d,Both,23245,549.6458636660117,0.00871282527881041,1.0,1.0,36.53114195594439,2.856025039123631,5,200803.77801827702,639
1.0,1.0,SP Part Period Balancing,SAP only,23245,206.9970995852702,0.06854089219330856,0.9966216216216216,1.0,11.536396179836284,19.992175273865413,35,63413.07206931679,639
1.0,1.0,WI Sliding Economic Lot Size,SAP only,23245,219.71123558569437,0.06900557620817843,0.9818181818181818,1.0,12.456247192129734,19.420970266040687,34,68469.29392805902,639
1.0,1.0,DY Dynamic Planning Calculation,SAP only,23245,211.31506704928648,0.04437732342007435,0.9947916666666666,1.0,12.496748101776735,14.280125195618153,25,68691.91865958541,639
1.0,1.0,GR Groff Reorder Procedure,SAP only,23245,205.19170391778115,0.0645910780669145,0.9823321554770318,1.0,11.281156108073201,21.134585289514867,37,62010.07265655567,639
0.5,0.5,Per period 7d,Both,23245,215.0328869445938,0.041821561338289966,0.989010989010989,1.0,12.679040984234106,14.85133020344288,26,69693.94316644114,639
0.5,0.5,Per period 14d,Both,23245,269.18785924106555,0.026603159851301114,1.0,1.0,17.116266795125345,7.996870109546166,14,94084.41275049385,639
0.5,0.5,Per period 28d,Both,23245,370.7861721906166,0.014172862453531599,0.991869918699187,1.0,24.333230159397875,4.569640062597809,8,133754.49782785357,639
0.5,0.5,Per period 56d,Both,23245,549.6458636660117,0.00871282527881041,1.0,1.0,36.53114195594439,2.856025039123631,5,200803.77801827702,639
0.5,0.5,SP Part Period Balancing,SAP only,23245,209.8406281997472,0.08980018587360594,0.9884910485933504,1.0,10.922242326268774,26.84663536776213,47,60037.20130596739,639
0.5,0.5,WI Sliding Economic Lot Size,SAP only,23245,221.3365103401958,0.08980018587360594,0.9834605597964376,1.0,11.760381151495228,26.275430359937403,46,64644.26896380955,639
0.5,0.5,DY Dynamic Planning Calculation,SAP only,23245,205.6841300032829,0.0546003717472119,0.9894736842105263,1.0,11.582477509747683,18.849765258215964,33,63666.371162826516,639
0.5,0.5,GR Groff Reorder Procedure,SAP only,23245,211.29025280021634,0.09061338289962825,0.9811320754716981,1.0,10.751180482276983,29.131455399061032,51,59096.911385938336,639
2.0,2.0,Per period 7d,Both,23245,215.0328869445938,0.041821561338289966,0.989010989010989,1.0,12.679040984234106,14.85133020344288,26,69693.94316644114,639
2.0,2.0,Per period 14d,Both,23245,269.18785924106555,0.026603159851301114,1.0,1.0,17.116266795125345,7.996870109546166,14,94084.41275049385,639
2.0,2.0,Per period 28d,Both,23245,370.7861721906166,0.014172862453531599,0.991869918699187,1.0,24.333230159397875,4.569640062597809,8,133754.49782785357,639
2.0,2.0,Per period 56d,Both,23245,549.6458636660117,0.00871282527881041,1.0,1.0,36.53114195594439,2.856025039123631,5,200803.77801827702,639
2.0,2.0,SP Part Period Balancing,SAP only,23245,210.46326377115082,0.0554135687732342,0.99375,1.0,12.372541726697127,14.85133020344288,26,68009.1831075455,639
2.0,2.0,WI Sliding Economic Lot Size,SAP only,23245,242.67019142459927,0.04867565055762082,0.9976190476190476,1.0,14.666909890211056,13.708920187793428,24,80620.82815149365,639
2.0,2.0,DY Dynamic Planning Calculation,SAP only,23245,241.28248232933396,0.02683550185873606,1.0,1.0,15.177490614682204,8.568075117370892,15,83427.37984869382,639
2.0,2.0,GR Groff Reorder Procedure,SAP only,23245,205.73296672770218,0.055762081784386616,0.9917355371900827,1.0,11.719899548943065,17.70735524256651,31,64421.750359203324,639
1.0,1.0,Per period 7d,Both,23192,65.71681753168238,0.056342936802973975,0.9758551307847082,1.0,12.569522340913375,17.70735524256651,31,38398.9042395881,639
1.0,1.0,Per period 14d,Both,23192,62.342870171692134,0.032992565055762084,1.0,1.0,16.416776079895463,9.710485133020343,17,50151.96246262918,639
1.0,1.0,Per period 28d,Both,23192,69.17673329921229,0.016844795539033456,1.0,1.0,22.149562391391342,4.569640062597809,8,67665.1747097348,639
1.0,1.0,Per period 56d,Both,23192,107.45443403367196,0.010455390334572491,1.0,1.0,37.4565675170564,2.2848200312989047,4,114426.8740069402,639
1.0,1.0,SP Part Period Balancing,SAP only,23192,59.533911820185715,0.04031133828996283,0.994269340974212,1.0,14.31359275354185,11.424100156494523,20,43726.90246778117,639
1.0,1.0,WI Sliding Economic Lot Size,SAP only,23192,64.63620365842588,0.037407063197026025,0.9969040247678018,1.0,16.885038591023267,10.28169014084507,18,51582.46768280439,639
1.0,1.0,DY Dynamic Planning Calculation,SAP only,23192,65.16846231791595,0.019516728624535316,1.0,1.0,20.33627481307852,5.140845070422535,9,62125.723472846425,639
1.0,1.0,GR Groff Reorder Procedure,SAP only,23192,57.51590802271309,0.03973048327137547,0.991304347826087,1.0,12.858839925114623,12.566510172143975,22,39282.746752394785,639
0.5,0.5,Per period 7d,Both,23192,65.71681753168238,0.056342936802973975,0.9758551307847082,1.0,12.569522340913375,17.70735524256651,31,38398.9042395881,639
0.5,0.5,Per period 14d,Both,23192,62.342870171692134,0.032992565055762084,1.0,1.0,16.416776079895463,9.710485133020343,17,50151.96246262918,639
0.5,0.5,Per period 28d,Both,23192,69.17673329921229,0.016844795539033456,1.0,1.0,22.149562391391342,4.569640062597809,8,67665.1747097348,639
0.5,0.5,Per period 56d,Both,23192,107.45443403367196,0.010455390334572491,1.0,1.0,37.4565675170564,2.2848200312989047,4,114426.8740069402,639
0.5,0.5,SP Part Period Balancing,SAP only,23192,59.485538934189265,0.04902416356877323,0.9906103286384976,1.0,12.48578593576875,14.280125195618153,25,38143.096093876,639
0.5,0.5,WI Sliding Economic Lot Size,SAP only,23192,62.42819909737865,0.04844330855018587,0.9858156028368794,1.0,14.637377152835157,12.566510172143975,22,44716.03839558548,639
0.5,0.5,DY Dynamic Planning Calculation,SAP only,23192,56.47990824290802,0.02799721189591078,0.9917695473251029,1.0,15.38021609301891,7.996870109546166,14,46985.35305654978,639
0.5,0.5,GR Groff Reorder Procedure,SAP only,23192,59.126163703500865,0.04763011152416357,0.9951456310679612,1.0,11.631553843622878,15.422535211267606,27,35533.48409629641,639
2.0,2.0,Per period 7d,Both,23192,65.71681753168238,0.056342936802973975,0.9758551307847082,1.0,12.569522340913375,17.70735524256651,31,38398.9042395881,639
2.0,2.0,Per period 14d,Both,23192,62.342870171692134,0.032992565055762084,1.0,1.0,16.416776079895463,9.710485133020343,17,50151.96246262918,639
2.0,2.0,Per period 28d,Both,23192,69.17673329921229,0.016844795539033456,1.0,1.0,22.149562391391342,4.569640062597809,8,67665.1747097348,639
2.0,2.0,Per period 56d,Both,23192,107.45443403367196,0.010455390334572491,1.0,1.0,37.4565675170564,2.2848200312989047,4,114426.8740069402,639
2.0,2.0,SP Part Period Balancing,SAP only,23192,60.41473830373888,0.02730018587360595,0.9957627118644068,1.0,16.804855154827358,7.996870109546166,14,51337.51357837785,639
2.0,2.0,WI Sliding Economic Lot Size,SAP only,23192,68.93624744565273,0.026719330855018587,1.0,1.0,20.252199421601723,7.42566510172144,13,61868.879750494685,639
2.0,2.0,DY Dynamic Planning Calculation,SAP only,23192,74.20689589702155,0.014521375464684015,1.0,1.0,24.332834617404934,3.998435054773083,7,74334.90000731172,639
2.0,2.0,GR Groff Reorder Procedure,SAP only,23192,58.23815321718467,0.03241171003717472,0.9893617021276596,1.0,14.206510807895583,10.852895148669797,19,43399.775528098195,639
1.0,1.0,Per period 7d,Both,20725,177.46073972602738,0.1449814126394052,0.983451536643026,1.0,2.795026538171599,50.2660406885759,88,98949.0,639
1.0,1.0,Per period 14d,Both,20725,281.4449245843771,0.09886152416356878,0.9976553341148886,1.0,7.356018008642584,26.275430359937403,46,260416.3559796898,639
1.0,1.0,Per period 28d,Both,20725,474.87978676421176,0.0504182156133829,0.9954128440366973,1.0,14.149346702072886,12.566510172143975,22,500912.4914210221,639
1.0,1.0,Per period 56d,Both,20725,919.5363360525065,0.026603159851301114,1.0,1.0,28.385447939920688,6.283255086071987,11,1004896.2504823178,639
1.0,1.0,SP Part Period Balancing,SAP only,20725,159.9733838522584,0.20759758364312267,0.9994407158836689,1.0,2.123695962477188,52.550860719874805,92,75182.68213961911,639
1.0,1.0,WI Sliding Economic Lot Size,SAP only,20725,201.12468314185693,0.21875,0.9968237162519852,1.0,3.4093881437280302,52.550860719874805,92,120698.51317205388,639
1.0,1.0,DY Dynamic Planning Calculation,SAP only,20725,203.82644557274034,0.12383828996282528,0.9990627928772259,1.0,4.524820161833567,33.701095461658845,59,160186.82616378856,639
1.0,1.0,GR Groff Reorder Procedure,SAP only,20725,158.49231632537442,0.1966775092936803,0.997055359246172,1.0,1.702506269479808,59.40532081377152,104,60271.804420489905,639
0.5,0.5,Per period 7d,Both,20725,177.46073972602738,0.1449814126394052,0.983451536643026,1.0,2.795026538171599,50.2660406885759,88,98949.0,639
0.5,0.5,Per period 14d,Both,20725,281.4449245843771,0.09886152416356878,0.9976553341148886,1.0,7.356018008642584,26.275430359937403,46,260416.3559796898,639
0.5,0.5,Per period 28d,Both,20725,474.87978676421176,0.0504182156133829,0.9954128440366973,1.0,14.149346702072886,12.566510172143975,22,500912.4914210221,639
0.5,0.5,Per period 56d,Both,20725,919.5363360525065,0.026603159851301114,1.0,1.0,28.385447939920688,6.283255086071987,11,1004896.2504823178,639
0.5,0.5,SP Part Period Balancing,SAP only,20725,170.97114542169368,0.2820631970260223,0.9963069347558473,1.0,1.3737927804288004,72.54303599374022,127,48634.751754297555,639
0.5,0.5,WI Sliding Economic Lot Size,SAP only,20725,200.30252539911447,0.2864776951672863,0.9967663702506063,1.0,2.2589515566967346,73.11424100156495,128,79970.97506265691,639
0.5,0.5,DY Dynamic Planning Calculation,SAP only,20725,166.17417277351763,0.17263011152416358,0.9986559139784946,1.0,2.41115668866603,50.83724569640063,89,85359.31231010283,639
0.5,0.5,GR Groff Reorder Procedure,SAP only,20725,173.08152506579967,0.27695167286245354,0.994161801501251,1.0,1.1585400137780397,77.68388106416275,136,41014.41408792994,639
2.0,2.0,Per period 7d,Both,20725,177.46073972602738,0.1449814126394052,0.983451536643026,1.0,2.795026538171599,50.2660406885759,88,98949.0,639
2.0,2.0,Per period 14d,Both,20725,281.4449245843771,0.09886152416356878,0.9976553341148886,1.0,7.356018008642584,26.275430359937403,46,260416.3559796898,639
2.0,2.0,Per period 28d,Both,20725,474.87978676421176,0.0504182156133829,0.9954128440366973,1.0,14.149346702072886,12.566510172143975,22,500912.4914210221,639
2.0,2.0,Per period 56d,Both,20725,919.5363360525065,0.026603159851301114,1.0,1.0,28.385447939920688,6.283255086071987,11,1004896.2504823178,639
2.0,2.0,SP Part Period Balancing,SAP only,20725,192.13704845106855,0.16554368029739777,0.9972008397480756,1.0,3.753448045105436,41.12676056338028,72,132878.85662012128,639
2.0,2.0,WI Sliding Economic Lot Size,SAP only,20725,226.67942527113775,0.16531133828996283,0.9964985994397759,1.0,4.988872578067575,38.27073552425665,67,176615.12189080386,639
2.0,2.0,DY Dynamic Planning Calculation,SAP only,20725,279.32209692269055,0.07736988847583644,1.0,1.0,7.602124913177065,20.56338028169014,36,269128.9859902487,639
2.0,2.0,GR Groff Reorder Procedure,SAP only,20725,166.19211917893765,0.17297862453531598,0.9973208305425318,1.0,2.5679326488606815,47.98122065727699,84,90909.46515246133,639
1.0,1.0,Per period 7d,Both,23203,274.4383418985301,0.04658457249070632,0.9950372208436724,1.0,11.989515482232598,17.70735524256651,31,213593.73748308528,639
1.0,1.0,Per period 14d,Both,23203,346.50424667720256,0.028926579925650557,1.0,1.0,16.277574648169537,9.139280125195619,16,289985.697204757,639
1.0,1.0,Per period 28d,Both,23203,503.4645249998882,0.016728624535315983,1.0,1.0,24.352737665178548,5.140845070422535,9,433845.0760215365,639
1.0,1.0,Per period 56d,Both,23203,836.1420226075238,0.009526022304832713,1.0,1.0,40.98360014145946,2.2848200312989047,4,730124.6111820821,639
1.0,1.0,SP Part Period Balancing,SAP only,23203,256.7769140517829,0.08364312267657993,0.993103448275862,1.0,10.528668576933136,24.561815336463223,43,187568.68660793453,639
1.0,1.0,WI Sliding Economic Lot Size,SAP only,23203,276.63660583169997,0.0866635687732342,0.9959946595460614,1.0,11.408271393125792,25.704225352112676,45,203238.848866756,639
1.0,1.0,DY Dynamic Planning Calculation,SAP only,23203,264.8724847267173,0.052393122676579924,0.9955849889624724,1.0,11.56764078337004,17.136150234741784,30,206078.02145493223,639
1.0,1.0,GR Groff Reorder Procedure,SAP only,23203,254.8703636337249,0.07423327137546469,0.9953271028037384,1.0,10.287017398475053,26.275430359937403,46,183263.66039978265,639
0.5,0.5,Per period 7d,Both,23203,274.4383418985301,0.04658457249070632,0.9950372208436724,1.0,11.989515482232598,17.70735524256651,31,213593.73748308528,639
0.5,0.5,Per period 14d,Both,23203,346.50424667720256,0.028926579925650557,1.0,1.0,16.277574648169537,9.139280125195619,16,289985.697204757,639
0.5,0.5,Per period 28d,Both,23203,503.4645249998882,0.016728624535315983,1.0,1.0,24.352737665178548,5.140845070422535,9,433845.0760215365,639
0.5,0.5,Per period 56d,Both,23203,836.1420226075238,0.009526022304832713,1.0,1.0,40.98360014145946,2.2848200312989047,4,730124.6111820821,639
0.5,0.5,SP Part Period Balancing,SAP only,23203,261.77241125845796,0.1074581784386617,0.9946236559139785,1.0,10.035939534346218,33.129890453834115,58,178790.69737821427,639
0.5,0.5,WI Sliding Economic Lot Size,SAP only,23203,282.20101653264237,0.1116403345724907,0.994824016563147,1.0,10.89431102644114,34.84350547730829,61,194082.6226788809,639
0.5,0.5,DY Dynamic Planning Calculation,SAP only,23203,256.2646442407174,0.07516263940520446,0.9938556067588326,1.0,10.503438915972783,24.561815336463223,43,187119.21910543717,639
0.5,0.5,GR Groff Reorder Procedure,SAP only,23203,260.83752415026845,0.1095492565055762,0.9968287526427061,1.0,9.989895663974929,33.129890453834115,58,177970.42383376916,639
2.0,2.0,Per period 7d,Both,23203,274.4383418985301,0.04658457249070632,0.9950372208436724,1.0,11.989515482232598,17.70735524256651,31,213593.73748308528,639
2.0,2.0,Per period 14d,Both,23203,346.50424667720256,0.028926579925650557,1.0,1.0,16.277574648169537,9.139280125195619,16,289985.697204757,639
2.0,2.0,Per period 28d,Both,23203,503.4645249998882,0.016728624535315983,1.0,1.0,24.352737665178548,5.140845070422535,9,433845.0760215365,639
2.0,2.0,Per period 56d,Both,23203,836.1420226075238,0.009526022304832713,1.0,1.0,40.98360014145946,2.2848200312989047,4,730124.6111820821,639
2.0,2.0,SP Part Period Balancing,SAP only,23203,270.2938163397297,0.06819237918215613,1.0,1.0,11.58839167190292,19.992175273865413,35,206447.69943269546,639
2.0,2.0,WI Sliding Economic Lot Size,SAP only,23203,297.51251638463236,0.07005111524163568,0.9983443708609272,1.0,13.125935366147893,17.70735524256651,31,233839.10692401635,639
2.0,2.0,DY Dynamic Planning Calculation,SAP only,23203,290.8912064290031,0.0383364312267658,1.0,1.0,13.243087581743833,12.566510172143975,22,235926.17871775507,639
2.0,2.0,GR Groff Reorder Procedure,SAP only,23203,261.0693641709863,0.06482342007434944,1.0,1.0,11.134080690199138,19.992175273865413,35,198354.12962117785,639
1.0,1.0,Per period 7d,Both,23076,87.56049099737666,0.0554135687732342,0.9855371900826446,1.0,11.164929028132223,19.420970266040687,34,78198.31685616991,639
1.0,1.0,Per period 14d,Both,23076,91.85409979291684,0.03078531598513011,0.9925093632958801,1.0,15.18676992031718,10.852895148669797,19,106366.98569765859,639
1.0,1.0,Per period 28d,Both,23076,123.93861156609017,0.0191682156133829,1.0,1.0,23.751024085302525,5.712050078247262,10,166350.37288649165,639
1.0,1.0,Per period 56d,Both,23076,180.60027066079616,0.011733271375464684,0.9901960784313726,1.0,36.60467861178914,2.856025039123631,5,256376.3951647624,639
1.0,1.0,SP Part Period Balancing,SAP only,23076,88.43837079520236,0.05587825278810409,0.993801652892562,1.0,12.598654492122266,15.993740219092333,28,88240.02136099544,639
1.0,1.0,WI Sliding Economic Lot Size,SAP only,23076,90.40862810686673,0.05866635687732342,0.9960552268244576,1.0,13.21781819772847,15.422535211267606,27,92576.59703602543,639
1.0,1.0,DY Dynamic Planning Calculation,SAP only,23076,97.27046632416616,0.027067843866171004,1.0,1.0,17.149654540426948,8.568075117370892,15,120114.8808332826,639
1.0,1.0,GR Groff Reorder Procedure,SAP only,23076,87.17352461535431,0.06412639405204461,0.9963898916967509,1.0,11.292718686313565,18.849765258215964,33,79093.34593841729,639
0.5,0.5,Per period 7d,Both,23076,87.56049099737666,0.0554135687732342,0.9855371900826446,1.0,11.164929028132223,19.420970266040687,34,78198.31685616991,639
0.5,0.5,Per period 14d,Both,23076,91.85409979291684,0.03078531598513011,0.9925093632958801,1.0,15.18676992031718,10.852895148669797,19,106366.98569765859,639
0.5,0.5,Per period 28d,Both,23076,123.93861156609017,0.0191682156133829,1.0,1.0,23.751024085302525,5.712050078247262,10,166350.37288649165,639
0.5,0.5,Per period 56d,Both,23076,180.60027066079616,0.011733271375464684,0.9901960784313726,1.0,36.60467861178914,2.856025039123631,5,256376.3951647624,639
0.5,0.5,SP Part Period Balancing,SAP only,23076,89.30502789879402,0.07411710037174721,0.9953198127925117,1.0,11.111676578203756,20.56338028169014,36,77825.34073223927,639
0.5,0.5,WI Sliding Economic Lot Size,SAP only,23076,90.81832316127273,0.06679832713754646,0.9879725085910653,1.0,12.05249359369841,18.849765258215964,33,84414.75181545818,639
0.5,0.5,DY Dynamic Planning Calculation,SAP only,23076,87.78743925778514,0.04031133828996283,0.9971264367816092,1.0,13.922146817518634,11.995305164319248,21,97509.6613163663,639
0.5,0.5,GR Groff Reorder Procedure,SAP only,23076,89.47250969534215,0.07144516728624535,0.9935379644588045,1.0,10.312770650648671,22.848200312989047,40,72229.86415519954,639
2.0,2.0,Per period 7d,Both,23076,87.56049099737666,0.0554135687732342,0.9855371900826446,1.0,11.164929028132223,19.420970266040687,34,78198.31685616991,639
2.0,2.0,Per period 14d,Both,23076,91.85409979291684,0.03078531598513011,0.9925093632958801,1.0,15.18676992031718,10.852895148669797,19,106366.98569765859,639
2.0,2.0,Per period 28d,Both,23076,123.93861156609017,0.0191682156133829,1.0,1.0,23.751024085302525,5.712050078247262,10,166350.37288649165,639
2.0,2.0,Per period 56d,Both,23076,180.60027066079616,0.011733271375464684,0.9901960784313726,1.0,36.60467861178914,2.856025039123631,5,256376.3951647624,639
2.0,2.0,SP Part Period Balancing,SAP only,23076,90.44652957891552,0.03856877323420074,1.0,1.0,14.684900910735353,11.424100156494523,20,102851.93318521665,639
2.0,2.0,WI Sliding Economic Lot Size,SAP only,23076,96.88440350057141,0.041008364312267655,1.0,1.0,16.026905139764395,11.424100156494523,20,112251.22911083426,639
2.0,2.0,DY Dynamic Planning Calculation,SAP only,23076,133.3679576293528,0.016147769516728624,0.9858156028368794,1.0,25.92506891644234,5.140845070422535,9,181577.21813885507,639
2.0,2.0,GR Groff Reorder Procedure,SAP only,23076,86.29261815131764,0.04914033457249071,0.9976415094339622,1.0,12.776726255952134,14.280125195618153,25,89487.22250092374,639
1.0,1.0,Per period 7d,Both,22386,193.8369343795586,0.1449814126394052,0.9865612648221344,1.0,2.9025113429592375,49.694835680751176,87,99988.41294497153,639
1.0,1.0,Per period 14d,Both,22386,300.84754932637554,0.08933550185873607,0.9974059662775616,1.0,6.923615947433036,26.275430359937403,46,238511.1679593002,639
1.0,1.0,Per period 28d,Both,22386,589.5173598350888,0.050882899628252785,1.0,1.0,15.390960742685607,13.137715179968701,23,530202.1444610446,639
1.0,1.0,Per period 56d,Both,22386,1131.8409835250918,0.027067843866171004,1.0,1.0,30.450645998296444,6.283255086071987,11,1048992.2025298935,639
1.0,1.0,SP Part Period Balancing,SAP only,22386,158.9309870870477,0.20306691449814127,0.9948776323278316,1.0,1.6553533867749815,55.97809076682316,98,57025.15458146773,639
1.0,1.0,WI Sliding Economic Lot Size,SAP only,22386,212.24771247559806,0.21096654275092938,0.9934354485776805,1.0,3.10384496984421,55.97809076682316,98,106924.14116305971,639
1.0,1.0,DY Dynamic Planning Calculation,SAP only,22386,184.96299826418658,0.129182156133829,0.9982046678635548,1.0,3.177612977570404,38.841940532081374,68,109465.37017032845,639
1.0,1.0,GR Groff Reorder Procedure,SAP only,22386,156.89728669728893,0.1934247211895911,0.9970059880239521,1.0,1.3555933766055384,61.118935837245694,107,46698.742678231945,639
0.5,0.5,Per period 7d,Both,22386,193.8369343795586,0.1449814126394052,0.9865612648221344,1.0,2.9025113429592375,49.694835680751176,87,99988.41294497153,639
0.5,0.5,Per period 14d,Both,22386,300.84754932637554,0.08933550185873607,0.9974059662775616,1.0,6.923615947433036,26.275430359937403,46,238511.1679593002,639
0.5,0.5,Per period 28d,Both,22386,589.5173598350888,0.050882899628252785,1.0,1.0,15.390960742685607,13.137715179968701,23,530202.1444610446,639
0.5,0.5,Per period 56d,Both,22386,1131.8409835250918,0.027067843866171004,1.0,1.0,30.450645998296444,6.283255086071987,11,1048992.2025298935,639
0.5,0.5,SP Part Period Balancing,SAP only,22386,167.6541039910849,0.2608039033457249,0.9951241134751773,1.0,1.10447757282846,72.54303599374022,127,38048.07168396407,639
0.5,0.5,WI Sliding Economic Lot Size,SAP only,22386,213.50199458986947,0.26150092936802977,0.9942579505300353,1.0,2.350058263500054,72.54303599374022,127,80956.99493667271,639
0.5,0.5,DY Dynamic Planning Calculation,SAP only,22386,154.9234629491401,0.17228159851301114,0.9919732441471572,1.0,1.5464782647489663,55.97809076682316,98,53274.523016502906,639
0.5,0.5,GR Groff Reorder Procedure,SAP only,22386,167.52313608775364,0.24605018587360594,0.9925023430178069,1.0,0.9650810932657872,75.39906103286386,132,33246.01197956431,639
2.0,2.0,Per period 7d,Both,22386,193.8369343795586,0.1449814126394052,0.9865612648221344,1.0,2.9025113429592375,49.694835680751176,87,99988.41294497153,639
2.0,2.0,Per period 14d,Both,22386,300.84754932637554,0.08933550185873607,0.9974059662775616,1.0,6.923615947433036,26.275430359937403,46,238511.1679593002,639
2.0,2.0,Per period 28d,Both,22386,589.5173598350888,0.050882899628252785,1.0,1.0,15.390960742685607,13.137715179968701,23,530202.1444610446,639
2.0,2.0,Per period 56d,Both,22386,1131.8409835250918,0.027067843866171004,1.0,1.0,30.450645998296444,6.283255086071987,11,1048992.2025298935,639
2.0,2.0,SP Part Period Balancing,SAP only,22386,186.50412229355027,0.16565985130111524,0.9972027972027973,0.9999957759560696,3.056475674663139,42.26917057902973,74,105292.31958242526,639
2.0,2.0,WI Sliding Economic Lot Size,SAP only,22386,243.7608988082048,0.1675185873605948,0.9972337482710927,1.0,4.693512326263353,40.55555555555556,71,161686.48221793523,639
2.0,2.0,DY Dynamic Planning Calculation,SAP only,22386,265.56290260280366,0.09247211895910781,1.0,1.0,5.9650140562216,26.275430359937403,46,205488.35756416238,639
2.0,2.0,GR Groff Reorder Procedure,SAP only,22386,159.0634060366549,0.15938661710037175,0.9978181818181818,1.0,1.9849630280780748,49.123630672926446,86,68379.85436763855,639
1.0,1.0,Per period 7d,Both,84881,16.08946583247362,0.010803903345724907,0.39914163090128757,0.9980841409599538,0.5506760280939801,9.139280125195619,16,25.71262114399307,639
1.0,1.0,Per period 14d,Both,84881,14.024546597398869,0.009526022304832713,0.47398843930635837,0.9926887404724729,6.306242676713168,7.42566510172144,13,294.45630555164354,639
1.0,1.0,Per period 28d,Both,84881,10.63514757486207,0.008131970260223048,0.5223880597014925,0.997627348685754,10.06458607690322,5.140845070422535,9,469.94398805091,639
1.0,1.0,Per period 56d,Both,84881,11.658223732920572,0.009526022304832713,0.6833333333333333,1.0,22.51693254760511,4.569640062597809,8,1051.3792618236291,639
1.0,1.0,SP Part Period Balancing,SAP only,84881,10.855395870126127,0.011036245353159852,0.8482142857142857,1.0,29.885712105494175,3.427230046948357,6,1395.448419366958,639
1.0,1.0,WI Sliding Economic Lot Size,SAP only,84881,11.94018843938504,0.008131970260223048,0.8045977011494253,0.9964409761154093,42.71793262697492,2.856025039123631,5,1994.6210869098736,639
1.0,1.0,DY Dynamic Planning Calculation,SAP only,84881,12.541174953977453,0.006273234200743495,0.782608695652174,0.996203522013152,58.727406672880534,1.7136150234741785,3,2742.1487072454884,639
1.0,1.0,GR Groff Reorder Procedure,SAP only,84881,13.60831877114417,0.010339219330855019,0.5144508670520231,0.9989275954924708,3.7442960675234027,7.42566510172144,13,174.83177280915095,639
0.5,0.5,Per period 7d,Both,84881,16.08946583247362,0.010803903345724907,0.39914163090128757,0.9980841409599538,0.5506760280939801,9.139280125195619,16,25.71262114399307,639
0.5,0.5,Per period 14d,Both,84881,14.024546597398869,0.009526022304832713,0.47398843930635837,0.9926887404724729,6.306242676713168,7.42566510172144,13,294.45630555164354,639
0.5,0.5,Per period 28d,Both,84881,10.63514757486207,0.008131970260223048,0.5223880597014925,0.997627348685754,10.06458607690322,5.140845070422535,9,469.94398805091,639
0.5,0.5,Per period 56d,Both,84881,11.658223732920572,0.009526022304832713,0.6833333333333333,1.0,22.51693254760511,4.569640062597809,8,1051.3792618236291,639
0.5,0.5,SP Part Period Balancing,SAP only,84881,11.18209727950034,0.010106877323420074,0.7131147540983607,0.9970596586582576,19.58630062935589,4.569640062597809,8,914.5397693052156,639
0.5,0.5,WI Sliding Economic Lot Size,SAP only,84881,10.69353130537825,0.011036245353159852,0.7786885245901639,1.0,22.734256113765046,3.998435054773083,7,1061.526713750442,639
0.5,0.5,DY Dynamic Planning Calculation,SAP only,84881,10.94676451778916,0.008945167286245352,0.719626168224299,0.9973964791384586,24.29294567978499,3.998435054773083,7,1134.3063377897981,639
0.5,0.5,GR Groff Reorder Procedure,SAP only,84881,15.346138037701973,0.010571561338289962,0.4789473684210526,0.9989275954924708,2.1305331264890532,8.568075117370892,15,99.48061713481904,639
2.0,2.0,Per period 7d,Both,84881,16.08946583247362,0.010803903345724907,0.39914163090128757,0.9980841409599538,0.5506760280939801,9.139280125195619,16,25.71262114399307,639
2.0,2.0,Per period 14d,Both,84881,14.024546597398869,0.009526022304832713,0.47398843930635837,0.9926887404724729,6.306242676713168,7.42566510172144,13,294.45630555164354,639
2.0,2.0,Per period 28d,Both,84881,10.63514757486207,0.008131970260223048,0.5223880597014925,0.997627348685754,10.06458607690322,5.140845070422535,9,469.94398805091,639
2.0,2.0,Per period 56d,Both,84881,11.658223732920572,0.009526022304832713,0.6833333333333333,1.0,22.51693254760511,4.569640062597809,8,1051.3792618236291,639
