tolerance,config,who,code,quadrant,PCR,order_churn
absolute,Per period 56d,Both,47568,smooth,0.005692379182156134,0.9423076923076923
absolute,Min/Max,Both,47568,smooth,0.037058550185873604,0.9785276073619632
absolute,SP Part Period Balancing,SAP only,47568,smooth,0.030436802973977696,0.9886792452830189
absolute,WI Sliding Economic Lot Size,SAP only,47568,smooth,0.03136617100371747,0.9818181818181818
absolute,DY Dynamic Planning Calculation,SAP only,47568,smooth,0.014056691449814127,0.9918032786885246
absolute,GR Groff Reorder Procedure,SAP only,47568,smooth,0.03136617100371747,0.9926470588235294
absolute,Calendar bucket 7d,SAP only,47568,smooth,0.03787174721189591,0.9394812680115274
absolute,Calendar bucket 28d,SAP only,47568,smooth,0.01266263940520446,0.9819819819819819
absolute,Short 7d / long 28d,SAP only,47568,smooth,0.021956319702602232,0.9947368421052631
absolute,Short 7d / long 56d,SAP only,47568,smooth,0.01312732342007435,1.0
absolute,Per requirement,Both,16161P,smooth,0.3680297397769517,0.942296252230815
absolute,Per period 7d,Both,16161P,smooth,0.11036245353159851,0.979381443298969
absolute,Per period 14d,Both,16161P,smooth,0.06528810408921933,0.9894366197183099
absolute,Per period 28d,Both,16161P,smooth,0.03984665427509294,0.997093023255814
absolute,Per period 56d,Both,16161P,smooth,0.02462825278810409,1.0
absolute,Min/Max,Both,16161P,smooth,0.0504182156133829,1.0
absolute,SP Part Period Balancing,SAP only,16161P,smooth,0.0595957249070632,1.0
absolute,WI Sliding Economic Lot Size,SAP only,16161P,smooth,0.05703996282527881,0.9959432048681541
absolute,DY Dynamic Planning Calculation,SAP only,16161P,smooth,0.02358271375464684,1.0
absolute,GR Groff Reorder Procedure,SAP only,16161P,smooth,0.07969330855018587,0.9927641099855282
absolute,Calendar bucket 7d,SAP only,16161P,smooth,0.12151486988847583,0.9812382739212008
absolute,Calendar bucket 28d,SAP only,16161P,smooth,0.03775557620817844,0.9969325153374233
absolute,Short 7d / long 28d,SAP only,16161P,smooth,0.06888940520446096,1.0
absolute,Short 7d / long 56d,SAP only,16161P,smooth,0.04077602230483272,1.0
absolute,Per requirement,Both,23201,smooth,0.2599907063197026,0.88844779674474
absolute,Per period 7d,Both,23201,smooth,0.0546003717472119,0.9873949579831933
absolute,Per period 14d,Both,23201,smooth,0.0383364312267658,1.0
absolute,Per period 28d,Both,23201,smooth,0.01812267657992565,1.0
absolute,Per period 56d,Both,23201,smooth,0.011733271375464684,1.0
absolute,Min/Max,Both,23201,smooth,0.04530669144981413,1.0
absolute,SP Part Period Balancing,SAP only,23201,smooth,0.07574349442379182,0.9954198473282443
absolute,WI Sliding Economic Lot Size,SAP only,23201,smooth,0.07307156133828996,0.9936808846761453
absolute,DY Dynamic Planning Calculation,SAP only,23201,smooth,0.045887546468401486,0.9974747474747475
absolute,GR Groff Reorder Procedure,SAP only,23201,smooth,0.07574349442379182,0.9923896499238964
absolute,Calendar bucket 7d,SAP only,23201,smooth,0.05297397769516728,0.9978118161925602
absolute,Calendar bucket 28d,SAP only,23201,smooth,0.017657992565055763,0.9934640522875817
absolute,Short 7d / long 28d,SAP only,23201,smooth,0.029391263940520447,1.0
absolute,Short 7d / long 56d,SAP only,23201,smooth,0.017774163568773236,1.0
absolute,Per requirement,Both,23307,smooth,0.20608736059479554,0.9088114754098361
absolute,Per period 7d,Both,23307,smooth,0.047978624535315983,0.9951807228915662
absolute,Per period 14d,Both,23307,smooth,0.024512081784386616,0.9952830188679245
absolute,Per period 28d,Both,23307,smooth,0.013011152416356878,1.0
absolute,Per period 56d,Both,23307,smooth,0.00871282527881041,1.0
absolute,Min/Max,Both,23307,smooth,0.04704925650557621,0.9926470588235294
absolute,SP Part Period Balancing,SAP only,23307,smooth,0.03822026022304833,0.9939577039274925
absolute,WI Sliding Economic Lot Size,SAP only,23307,smooth,0.03903345724907063,1.0
absolute,DY Dynamic Planning Calculation,SAP only,23307,smooth,0.01696096654275093,1.0
absolute,GR Groff Reorder Procedure,SAP only,23307,smooth,0.040427509293680296,0.997134670487106
absolute,Calendar bucket 7d,SAP only,23307,smooth,0.04054368029739777,0.9943019943019943
absolute,Calendar bucket 28d,SAP only,23307,smooth,0.013940520446096654,1.0
absolute,Short 7d / long 28d,SAP only,23307,smooth,0.022653345724907063,1.0
absolute,Short 7d / long 56d,SAP only,23307,smooth,0.013592007434944238,1.0
absolute,Per requirement,Both,23004,smooth,0.12604553903345725,0.6129943502824858
absolute,Per period 7d,Both,23004,smooth,0.05390334572490706,0.9027237354085603
absolute,Per period 14d,Both,23004,smooth,0.03938197026022305,0.9854651162790697
absolute,Per period 28d,Both,23004,smooth,0.019052044609665426,0.9879518072289156
absolute,Per period 56d,Both,23004,smooth,0.01266263940520446,1.0
absolute,Min/Max,Both,23004,smooth,0.042983271375464684,0.9919571045576407
absolute,SP Part Period Balancing,SAP only,23004,smooth,0.01963289962825279,1.0
absolute,WI Sliding Economic Lot Size,SAP only,23004,smooth,0.021143122676579924,0.994535519125683
absolute,DY Dynamic Planning Calculation,SAP only,23004,smooth,0.005808550185873606,0.9803921568627451
absolute,GR Groff Reorder Procedure,SAP only,23004,smooth,0.027764869888475836,0.9835390946502057
absolute,Calendar bucket 7d,SAP only,23004,smooth,0.056807620817843865,0.8794964028776978
absolute,Calendar bucket 28d,SAP only,23004,smooth,0.020213754646840148,0.9720670391061452
absolute,Short 7d / long 28d,SAP only,23004,smooth,0.035896840148698886,1.0
absolute,Short 7d / long 56d,SAP only,23004,smooth,0.021723977695167287,1.0
absolute,Per requirement,Both,22614,smooth,0.2659154275092937,0.7759322033898305
absolute,Per period 7d,Both,22614,smooth,0.09595724907063197,0.944
absolute,Per period 14d,Both,22614,smooth,0.0625,0.9799635701275046
absolute,Per period 28d,Both,22614,smooth,0.038452602230483274,0.9851190476190477
absolute,Per period 56d,Both,22614,smooth,0.021723977695167287,0.9894179894179894
absolute,Min/Max,Both,22614,smooth,0.05204460966542751,1.0
absolute,SP Part Period Balancing,SAP only,22614,smooth,0.03380576208178439,0.9965753424657534
absolute,WI Sliding Economic Lot Size,SAP only,22614,smooth,0.03566449814126394,0.9967532467532467
absolute,DY Dynamic Planning Calculation,SAP only,22614,smooth,0.011965613382899629,0.9903846153846154
absolute,GR Groff Reorder Procedure,SAP only,22614,smooth,0.055762081784386616,1.0
absolute,Calendar bucket 7d,SAP only,22614,smooth,0.11059479553903345,0.9435084241823588
absolute,Calendar bucket 28d,SAP only,22614,smooth,0.03880111524163569,0.9852507374631269
absolute,Short 7d / long 28d,SAP only,22614,smooth,0.06575278810408922,0.9982363315696648
absolute,Short 7d / long 56d,SAP only,22614,smooth,0.03891728624535316,0.9970238095238095
absolute,Per requirement,Both,22120,smooth,0.15671468401486988,0.4730014025245442
absolute,Per period 7d,Both,22120,smooth,0.07365241635687732,0.7675544794188862
absolute,Per period 14d,Both,22120,smooth,0.05506505576208178,0.9080459770114943
absolute,Per period 28d,Both,22120,smooth,0.03531598513011153,0.9529780564263323
absolute,Per period 56d,Both,22120,smooth,0.020213754646840148,0.9942857142857143
absolute,Min/Max,Both,22120,smooth,0.043912639405204464,0.984375
absolute,SP Part Period Balancing,SAP only,22120,smooth,0.06145446096654275,0.9480286738351255
absolute,WI Sliding Economic Lot Size,SAP only,22120,smooth,0.0662174721189591,0.95
absolute,DY Dynamic Planning Calculation,SAP only,22120,smooth,0.03368959107806691,0.9797297297297297
absolute,GR Groff Reorder Procedure,SAP only,22120,smooth,0.07156133828996282,0.8979591836734694
absolute,Calendar bucket 7d,SAP only,22120,smooth,0.07423327137546469,0.6923076923076923
absolute,Calendar bucket 28d,SAP only,22120,smooth,0.031598513011152414,0.8918032786885246
absolute,Short 7d / long 28d,SAP only,22120,smooth,0.05971189591078067,0.9961240310077519
absolute,Short 7d / long 56d,SAP only,22120,smooth,0.035432156133828996,0.9967320261437909
absolute,Per requirement,Both,23078,smooth,0.19319237918215612,0.8998917748917749
absolute,Per period 7d,Both,23078,smooth,0.057853159851301114,0.9822485207100592
absolute,Per period 14d,Both,23078,smooth,0.03287639405204461,0.9929824561403509
absolute,Per period 28d,Both,23078,smooth,0.01754182156133829,0.9869281045751634
absolute,Per period 56d,Both,23078,smooth,0.010223048327137546,1.0
absolute,Min/Max,Both,23078,smooth,0.046933085501858735,0.9950738916256158
absolute,SP Part Period Balancing,SAP only,23078,smooth,0.05309014869888476,0.9978165938864629
absolute,WI Sliding Economic Lot Size,SAP only,23078,smooth,0.05436802973977695,0.997867803837953
absolute,DY Dynamic Planning Calculation,SAP only,23078,smooth,0.02648698884758364,0.9956331877729258
absolute,GR Groff Reorder Procedure,SAP only,23078,smooth,0.06017657992565056,0.9942418426103646
absolute,Calendar bucket 7d,SAP only,23078,smooth,0.05715613382899628,0.9820359281437125
absolute,Calendar bucket 28d,SAP only,23078,smooth,0.0191682156133829,0.9880239520958084
